"Level1","Level2","Level3","Level4","Level5","DisplayOrder"
"SUCUMBIOS","LAGO AGRIO","PACAYACU","CHONE UNO",,"2603"
"SUCUMBIOS","LAGO AGRIO","PACAYACU","JUAN MONTALVO",,"2604"
"SUCUMBIOS","LAGO AGRIO","PACAYACU","PACAYACU",,"2605"
"SUCUMBIOS","LAGO AGRIO","PACAYACU","PUERTO NUEVO",,"2606"
"SUCUMBIOS","LAGO AGRIO","SANTA CECILIA","AKIWARI",,"2607"
"SUCUMBIOS","LAGO AGRIO","SANTA CECILIA","CUCHAPAMBA",,"2608"
"SUCUMBIOS","LAGO AGRIO","SANTA CECILIA","LUCHA DE LOS POBRES",,"2609"
"SUCUMBIOS","LAGO AGRIO","SANTA CECILIA","LUZ Y VIDA",,"2610"
"SUCUMBIOS","LAGO AGRIO","SANTA CECILIA","SANTA CECILIA",,"2611"
"SUCUMBIOS","PUTUMAYO","EL CARMEN DE PUTUMAYO",,,"2612"
"SUCUMBIOS","PUTUMAYO","PALMA ROJA",,,"2613"
"SUCUMBIOS","PUTUMAYO","PUERTO BOLIVAR",,,"2614"
"SUCUMBIOS","PUTUMAYO","PUERTO RODRIGUEZ",,,"2615"
"SUCUMBIOS","PUTUMAYO","SANSAHUARI","SANSAHUARI",,"2616"
"SUCUMBIOS","PUTUMAYO","SANSAHUARI","UNIÓN NACIONAL",,"2617"
"SUCUMBIOS","PUTUMAYO","SANTA ELENA","EL PALMAR",,"2618"
"SUCUMBIOS","PUTUMAYO","SANTA ELENA","SANTA ELENA",,"2619"
"SUCUMBIOS","PUTUMAYO","SANTA ELENA","UNIÓN ORENSE",,"2620"
"SUCUMBIOS","SHUSHUFINDI","LA MAGDALENA","18 DE NOVIEMBRE",,"2621"
"SUCUMBIOS","SHUSHUFINDI","LA MAGDALENA","LA MAGDALENA",,"2622"
"SUCUMBIOS","SHUSHUFINDI","LA PRIMAVERA",,,"2623"
"SUCUMBIOS","SHUSHUFINDI","LIMONCOCHA","24 DE MAYO",,"2624"
"SUCUMBIOS","SHUSHUFINDI","LIMONCOCHA","LIMONCOCHA",,"2625"
"SUCUMBIOS","SHUSHUFINDI","LIMONCOCHA","NUEVO PARAISO",,"2626"
"SUCUMBIOS","SHUSHUFINDI","LIMONCOCHA","SANI ISLA",,"2627"
"SUCUMBIOS","SHUSHUFINDI","LIMONCOCHA","UNIÓN AMAZÓNICA",,"2628"
"SUCUMBIOS","SHUSHUFINDI","LIMONCOCHA","YAMANUNKA",,"2629"
"SUCUMBIOS","SHUSHUFINDI","PANACOCHA","PANACOCHA",,"2630"
"SUCUMBIOS","SHUSHUFINDI","PANACOCHA","PUKA PEÑA",,"2631"
"SUCUMBIOS","SHUSHUFINDI","SAN PEDRO DE LOS COFANES","JIVINO VERDE",,"2632"
"SUCUMBIOS","SHUSHUFINDI","SAN PEDRO DE LOS COFANES","SAN PEDRO DE LOS COFANES",,"2633"
"SUCUMBIOS","SHUSHUFINDI","SAN ROQUE","NUEVA VIDA",,"2634"
"SUCUMBIOS","SHUSHUFINDI","SAN ROQUE","SAN PABLO",,"2635"
"SUCUMBIOS","SHUSHUFINDI","SAN ROQUE","SAN ROQUE",,"2636"
"SUCUMBIOS","SHUSHUFINDI","SAN ROQUE","TIERRAS ORIENTALES",,"2637"
"SUCUMBIOS","SHUSHUFINDI","SHUSHUFINDI CENTRAL","CUMANDA",,"2638"
"SUCUMBIOS","SHUSHUFINDI","SHUSHUFINDI CENTRAL","MISS ECUADOR",,"2639"
"SUCUMBIOS","SHUSHUFINDI","SHUSHUFINDI CENTRAL","PROVINCIAS UNIDAS",,"2640"
"SUCUMBIOS","SHUSHUFINDI","SHUSHUFINDI CENTRAL","SHUSHUFINDI CENTRAL",,"2641"
"SUCUMBIOS","SHUSHUFINDI","SIETE DE JULIO","LUZ DE AMERICA",,"2642"
"SUCUMBIOS","SHUSHUFINDI","SIETE DE JULIO","SIETE DE JULIO",,"2643"
"SUCUMBIOS","SUCUMBIOS","EL PLAYON DE SN. FRANCISCO",,,"2644"
"SUCUMBIOS","SUCUMBIOS","LA BONITA",,,"2645"
"SUCUMBIOS","SUCUMBIOS","LA SOFIA",,,"2646"
"SUCUMBIOS","SUCUMBIOS","ROSA FLORIDA","LA BARQUILLA",,"2647"
"SUCUMBIOS","SUCUMBIOS","ROSA FLORIDA","ROSA FLORIDA",,"2648"
"SUCUMBIOS","SUCUMBIOS","SANTA BARBARA",,,"2649"
"TUNGURAHUA","AMBATO","AMBATILLO","AMBATILLO",,"2650"
"TUNGURAHUA","AMBATO","AMBATILLO","AMBATILLO ALTO",,"2651"
"TUNGURAHUA","AMBATO","ATAHUALPA /CHIPZALATA",,,"2652"
"TUNGURAHUA","AMBATO","ATOCHA FICOA","ATOCHA",,"2653"
"TUNGURAHUA","AMBATO","ATOCHA FICOA","ATOCHA FICOA",,"2654"
"TUNGURAHUA","AMBATO","AUGUSTO N MARTINEZ","AUGUSTO N. MARTINEZ",,"2655"
"TUNGURAHUA","AMBATO","AUGUSTO N MARTINEZ","LAQUIGO",,"2656"
"TUNGURAHUA","AMBATO","AUGUSTO N MARTINEZ","LLATANTOMA",,"2657"
"TUNGURAHUA","AMBATO","AUGUSTO N MARTINEZ","SAMANGA",,"2658"
"TUNGURAHUA","AMBATO","CELIANO MONGE",,,"2659"
"TUNGURAHUA","AMBATO","CONSTANTINO FERNANDEZ",,,"2660"
"TUNGURAHUA","AMBATO","CUNCHIBAMBA",,,"2661"
"TUNGURAHUA","AMBATO","HUACHI CHICO",,,"2662"
"TUNGURAHUA","AMBATO","HUACHI GRANDE","HUACHI GRANDE",,"2663"
"TUNGURAHUA","AMBATO","HUACHI GRANDE","HUACHI SAN FRANCISCO",,"2664"
"TUNGURAHUA","AMBATO","HUACHI LORETO",,,"2665"
"TUNGURAHUA","AMBATO","IZAMBA",,,"2666"
"TUNGURAHUA","AMBATO","JUAN BENIGNO VELA",,,"2667"
"TUNGURAHUA","AMBATO","LA MATRIZ","LA MATRIZ",,"2668"
"TUNGURAHUA","AMBATO","LA MATRIZ","MIRAFLORES",,"2669"
"TUNGURAHUA","AMBATO","LA MERCED",,,"2670"
"TUNGURAHUA","AMBATO","LA PENINSULA",,,"2671"
"TUNGURAHUA","AMBATO","MONTALVO",,,"2672"
"TUNGURAHUA","AMBATO","PASA","MOGATO",,"2673"
"TUNGURAHUA","AMBATO","PASA","PASA",,"2674"
"TUNGURAHUA","AMBATO","PICAYHUA","PICAYHUA",,"2675"
"TUNGURAHUA","AMBATO","PICAYHUA","SIGSIPAMBA",,"2676"
"TUNGURAHUA","AMBATO","PICAYHUA","TANGAICHE",,"2677"
"TUNGURAHUA","AMBATO","PILAHUIN","EL SALADO",,"2678"
"TUNGURAHUA","AMBATO","PILAHUIN","PILAHUIN",,"2679"
"TUNGURAHUA","AMBATO","PILAHUIN","TAMBO LOMA",,"2680"
"TUNGURAHUA","AMBATO","PISHILATA","LA JOYA",,"2681"
"TUNGURAHUA","AMBATO","PISHILATA","PISHILATA",,"2682"
"TUNGURAHUA","AMBATO","PISHILATA","SAN VICENTE",,"2683"
"TUNGURAHUA","AMBATO","PISHILATA","TECHO PROPIO - TIUGUA",,"2684"
"TUNGURAHUA","AMBATO","QUISAPINCHA","ILLAGUA CHICO",,"2685"
"TUNGURAHUA","AMBATO","QUISAPINCHA","QUISAPINCHA",,"2686"
"TUNGURAHUA","AMBATO","SAN BARTOLOME","ANGAMARQUILLO",,"2687"
"TUNGURAHUA","AMBATO","SAN BARTOLOME","SAN BARTOLOME",,"2688"
"TUNGURAHUA","AMBATO","SAN FERNANDO",,,"2689"
"TUNGURAHUA","AMBATO","SAN FRANCISCO",,,"2690"
"TUNGURAHUA","AMBATO","SANTA ROSA","CUATRO ESQUINAS",,"2691"
"TUNGURAHUA","AMBATO","SANTA ROSA","SANTA ROSA",,"2692"
"TUNGURAHUA","AMBATO","TOTORAS","HUACHI TOTORAS",,"2693"
"TUNGURAHUA","AMBATO","TOTORAS","TOTORAS",,"2694"
"TUNGURAHUA","AMBATO","UNAMUNCHO","LA PRIMAVERA",,"2695"
"TUNGURAHUA","AMBATO","UNAMUNCHO","PUERTO ARTURO",,"2696"
"TUNGURAHUA","AMBATO","UNAMUNCHO","UNAMUNCHO",,"2697"
"TUNGURAHUA","BAÑOS","BAÑOS",,,"2698"
"TUNGURAHUA","BAÑOS","LLIGUA",,,"2699"
"TUNGURAHUA","BAÑOS","RIO NEGRO",,,"2700"
"TUNGURAHUA","BAÑOS","RIO VERDE",,,"2701"
"TUNGURAHUA","BAÑOS","ULBA","ULBA",,"2702"
"TUNGURAHUA","BAÑOS","ULBA","VIZCAYA",,"2703"
"TUNGURAHUA","CEVALLOS","CEVALLOS",,,"2704"
"TUNGURAHUA","MOCHA","MOCHA","MOCHA",,"2705"
"TUNGURAHUA","MOCHA","MOCHA","YANAHURCO",,"2706"
"TUNGURAHUA","MOCHA","PINGUILI",,,"2707"
"TUNGURAHUA","PATATE","EL TRIUNFO",,,"2708"
"TUNGURAHUA","PATATE","LOS ANDES",,,"2709"
"TUNGURAHUA","PATATE","PATATE",,,"2710"
"TUNGURAHUA","PATATE","SUCRE",,,"2711"
"TUNGURAHUA","PELILEO","BENITEZ /PACHANLICA",,,"2712"
"TUNGURAHUA","PELILEO","BOLIVAR",,,"2713"
"TUNGURAHUA","PELILEO","CHIQUICHA",,,"2714"
"TUNGURAHUA","PELILEO","COTALO",,,"2715"
"TUNGURAHUA","PELILEO","EL ROSARIO /RUMICHACA",,,"2716"
"TUNGURAHUA","PELILEO","GARCIA MORENO",,,"2717"
"TUNGURAHUA","PELILEO","HUAMBALO",,,"2718"
"TUNGURAHUA","PELILEO","PELILEO",,,"2719"
"TUNGURAHUA","PELILEO","PELILEO GRANDE /R. MINO",,,"2720"
"TUNGURAHUA","PELILEO","SALASACA",,,"2721"
"TUNGURAHUA","PILLARO","BAQUERIZO MORENO",,,"2722"
"TUNGURAHUA","PILLARO","CIUDAD NUEVA",,,"2723"
"TUNGURAHUA","PILLARO","EMILIO MARIA TERAN",,,"2724"
"TUNGURAHUA","PILLARO","MARCOS ESPINEL",,,"2725"
"TUNGURAHUA","PILLARO","PILLARO",,,"2726"
"TUNGURAHUA","PILLARO","PRESIDENTE URBINA",,,"2727"
"TUNGURAHUA","PILLARO","SAN ANDRES","HUAPANTE GRANDE",,"2728"
"TUNGURAHUA","PILLARO","SAN ANDRES","SAN ANDRES",,"2729"
"TUNGURAHUA","PILLARO","SAN JOSE DE POALO",,,"2730"
"TUNGURAHUA","PILLARO","SAN MIGUELITO",,,"2731"
"TUNGURAHUA","QUERO","QUERO",,,"2732"
"TUNGURAHUA","QUERO","RUMIPAMBA",,,"2733"
"TUNGURAHUA","QUERO","YANAYACU MOCHAPATA",,,"2734"
"TUNGURAHUA","TISALEO","QUINCHICOTO",,,"2735"
"TUNGURAHUA","TISALEO","TISALEO",,,"2736"
"ZAMORA CHINCHIPE","CENTINELA DEL CONDOR","PANGUINTZA",,,"2737"
"ZAMORA CHINCHIPE","CENTINELA DEL CONDOR","TRIUNFO DORADO",,,"2738"
"ZAMORA CHINCHIPE","CENTINELA DEL CONDOR","ZUMBI","LA WINTZA",,"2739"
"ZAMORA CHINCHIPE","CENTINELA DEL CONDOR","ZUMBI","NANGUIPA ALTO",,"2740"
"ZAMORA CHINCHIPE","CENTINELA DEL CONDOR","ZUMBI","SAN PABLO",,"2741"
"ZAMORA CHINCHIPE","CENTINELA DEL CONDOR","ZUMBI","ZUMBI",,"2742"
"ZAMORA CHINCHIPE","CHINCHIPE","CHITO","CHITO",,"2743"
"ZAMORA CHINCHIPE","CHINCHIPE","CHITO","NUEVOS HORIZONTES",,"2744"
"ZAMORA CHINCHIPE","CHINCHIPE","CHITO","SALTO DEL INCA",,"2745"
"ZAMORA CHINCHIPE","CHINCHIPE","EL CHORRO",,,"2746"
"ZAMORA CHINCHIPE","CHINCHIPE","LA CHONTA",,,"2747"
"ZAMORA CHINCHIPE","CHINCHIPE","PUCAPAMBA",,,"2748"
"ZAMORA CHINCHIPE","CHINCHIPE","SAN ANDRES","LA PALMA",,"2749"
"ZAMORA CHINCHIPE","CHINCHIPE","SAN ANDRES","SAN ANDRES",,"2750"
"ZAMORA CHINCHIPE","CHINCHIPE","ZUMBA","BELLAVISTA",,"2751"
"ZAMORA CHINCHIPE","CHINCHIPE","ZUMBA","EL PROGRESO",,"2752"
"ZAMORA CHINCHIPE","CHINCHIPE","ZUMBA","GUARIMIZAL",,"2753"
"ZAMORA CHINCHIPE","CHINCHIPE","ZUMBA","LA DIVERSION",,"2754"
"ZAMORA CHINCHIPE","CHINCHIPE","ZUMBA","LA GUAYUSA",,"2755"
"ZAMORA CHINCHIPE","CHINCHIPE","ZUMBA","ZUMBA",,"2756"
"ZAMORA CHINCHIPE","EL PANGUI","EL GUISMI","CHUCHUMBLETZA",,"2757"
"ZAMORA CHINCHIPE","EL PANGUI","EL GUISMI","EL GUISMI",,"2758"
"ZAMORA CHINCHIPE","EL PANGUI","EL GUISMI","LA ARGELIA",,"2759"
"ZAMORA CHINCHIPE","EL PANGUI","EL GUISMI","MIASI",,"2760"
"ZAMORA CHINCHIPE","EL PANGUI","EL PANGUI","EL PANGUI",,"2761"
"ZAMORA CHINCHIPE","EL PANGUI","EL PANGUI","KUNKI",,"2762"
"ZAMORA CHINCHIPE","EL PANGUI","EL PANGUI","UWENTS",,"2763"
"ZAMORA CHINCHIPE","EL PANGUI","PACHICUTZA","PACHICUTZA",,"2764"
"ZAMORA CHINCHIPE","EL PANGUI","PACHICUTZA","SAN ROQUE",,"2765"
"ZAMORA CHINCHIPE","EL PANGUI","PACHICUTZA","SHACAY",,"2766"
"ZAMORA CHINCHIPE","EL PANGUI","TUNDAYME",,,"2767"
"ZAMORA CHINCHIPE","NANGARITZA","GUAYZIMI",,,"2768"
"ZAMORA CHINCHIPE","NANGARITZA","NANKAIS",,,"2769"
"ZAMORA CHINCHIPE","NANGARITZA","NUEVO PARAISO","NUEVO PARAISO",,"2770"
"ZAMORA CHINCHIPE","NANGARITZA","NUEVO PARAISO","SELVA ALEGRE",,"2771"
"ZAMORA CHINCHIPE","NANGARITZA","NUEVO PARAISO","YAWI",,"2772"
"ZAMORA CHINCHIPE","NANGARITZA","ZURMI","SHAIMI",,"2773"
"ZAMORA CHINCHIPE","NANGARITZA","ZURMI","ZURMI",,"2774"
"ZAMORA CHINCHIPE","PALANDA","EL PORVENIR DEL CARMEN","CUMANDA",,"2775"
"ZAMORA CHINCHIPE","PALANDA","EL PORVENIR DEL CARMEN","EL PORVENIR DEL CARMEN",,"2776"
"ZAMORA CHINCHIPE","PALANDA","EL PORVENIR DEL CARMEN","LOYOLA",,"2777"
"ZAMORA CHINCHIPE","PALANDA","EL PORVENIR DEL CARMEN","NUMBALA",,"2778"
"ZAMORA CHINCHIPE","PALANDA","EL PORVENIR DEL CARMEN","SANTA CLARA",,"2779"
"ZAMORA CHINCHIPE","PALANDA","LA CANELA",,,"2780"
"ZAMORA CHINCHIPE","PALANDA","PALANDA","PALANDA",,"2781"
"ZAMORA CHINCHIPE","PALANDA","PALANDA","PUCARON",,"2782"
"ZAMORA CHINCHIPE","PALANDA","PALANDA","VALLE HERMOZO",,"2783"
"ZAMORA CHINCHIPE","PALANDA","SAN FRANCISCO DEL VERGEL","SAN FRANCISCO DEL VERGEL",,"2784"
"ZAMORA CHINCHIPE","PALANDA","SAN FRANCISCO DEL VERGEL","SAN JUAN DE PUNCHES",,"2785"
"ZAMORA CHINCHIPE","PALANDA","SAN FRANCISCO DEL VERGEL","SAN MARTIN DE PORRES",,"2786"
"ZAMORA CHINCHIPE","PALANDA","VALLADOLID","FATIMA",,"2787"
"ZAMORA CHINCHIPE","PALANDA","VALLADOLID","TAPALA",,"2788"
"ZAMORA CHINCHIPE","PALANDA","VALLADOLID","VALLADOLID",,"2789"
"ZAMORA CHINCHIPE","PAQUISHA","BELLAVISTA",,,"2790"
"ZAMORA CHINCHIPE","PAQUISHA","NUEVO QUITO","CONGUIME",,"2791"
"ZAMORA CHINCHIPE","PAQUISHA","NUEVO QUITO","LA HERRADURA",,"2792"
"ZAMORA CHINCHIPE","PAQUISHA","NUEVO QUITO","NUEVO QUITO",,"2793"
"ZAMORA CHINCHIPE","PAQUISHA","NUEVO QUITO","PTO. MINERO LA PUNTA",,"2794"
"ZAMORA CHINCHIPE","PAQUISHA","PAQUISHA","PAQUISHA",,"2795"
"ZAMORA CHINCHIPE","PAQUISHA","PAQUISHA","RIO BLANCO",,"2796"
"ZAMORA CHINCHIPE","YACUAMBI","28 DE MAYO",,,"2797"
"ZAMORA CHINCHIPE","YACUAMBI","LA PAZ","CHAPINTZA BAJO",,"2798"
"ZAMORA CHINCHIPE","YACUAMBI","LA PAZ","KURINTS",,"2799"
"ZAMORA CHINCHIPE","YACUAMBI","LA PAZ","LA PAZ",,"2800"
"ZAMORA CHINCHIPE","YACUAMBI","LA PAZ","NUEVO PORVENIR",,"2801"
"ZAMORA CHINCHIPE","YACUAMBI","TUTUPALI","LA ESPERANZA",,"2802"
"ZAMORA CHINCHIPE","YACUAMBI","TUTUPALI","SAYUPAMBA",,"2803"
"ZAMORA CHINCHIPE","YACUAMBI","TUTUPALI","TUTUPALI",,"2804"
"ZAMORA CHINCHIPE","YANZATZA","CHICANA","CHICANA",,"2805"
"ZAMORA CHINCHIPE","YANZATZA","CHICANA","LA YONA",,"2806"
"ZAMORA CHINCHIPE","YANZATZA","CHICANA","SAN VICENTE DE CANEY",,"2807"
"ZAMORA CHINCHIPE","YANZATZA","LOS ENCUENTROS","EL ZARZA",,"2808"
"ZAMORA CHINCHIPE","YANZATZA","LOS ENCUENTROS","LOS ENCUENTROS",,"2809"
"ZAMORA CHINCHIPE","YANZATZA","YANZATZA","NUEVA ESPERANZA",,"2810"
"ZAMORA CHINCHIPE","YANZATZA","YANZATZA","SAN SEBASTIAN",,"2811"
"ZAMORA CHINCHIPE","YANZATZA","YANZATZA","YANZATZA",,"2812"
"ZAMORA CHINCHIPE","ZAMORA","CUMBARATZA","CUMBARATZA",,"2813"
"ZAMORA CHINCHIPE","ZAMORA","CUMBARATZA","LA QUEBRADA DE CUMBARATZA",,"2814"
"ZAMORA CHINCHIPE","ZAMORA","CUMBARATZA","NAMBIJA BAJO",,"2815"
"ZAMORA CHINCHIPE","ZAMORA","EL LIMON",,,"2816"
"ZAMORA CHINCHIPE","ZAMORA","GUADALUPE","GUADALUPE",,"2817"
"ZAMORA CHINCHIPE","ZAMORA","GUADALUPE","GUAGUAYME ALTO",,"2818"
"ZAMORA CHINCHIPE","ZAMORA","GUADALUPE","PIUNTZA",,"2819"
"ZAMORA CHINCHIPE","ZAMORA","GUADALUPE","SOAPACA",,"2820"
"ZAMORA CHINCHIPE","ZAMORA","LA VICTORIA DE IMBANA","EL TIBIO",,"2821"
"ZAMORA CHINCHIPE","ZAMORA","LA VICTORIA DE IMBANA","LA VICTORIA DE IMBANA",,"2822"
"ZAMORA CHINCHIPE","ZAMORA","LA VICTORIA DE IMBANA","TAMBO BLANCO",,"2823"
"ZAMORA CHINCHIPE","ZAMORA","SABANILLA",,,"2824"
"ZAMORA CHINCHIPE","ZAMORA","SAN CARLOS DE LAS MINAS","NAMBIJA",,"2825"
"ZAMORA CHINCHIPE","ZAMORA","SAN CARLOS DE LAS MINAS","SAN CARLOS DE LAS MINAS",,"2826"
"ZAMORA CHINCHIPE","ZAMORA","TIMBARA","LA PITUCA",,"2827"
"ZAMORA CHINCHIPE","ZAMORA","TIMBARA","ROMERILLOS BAJOS",,"2828"
"ZAMORA CHINCHIPE","ZAMORA","TIMBARA","TIMBARA",,"2829"
"ZAMORA CHINCHIPE","ZAMORA","ZAMORA",,,"2830"
