"Level1","Level2","Level3","Level4","Level5","Nationals","ForeignResidents","Address"
"5B",,,,,6,,"Esc. Nº20 ""Eloy Fernández Alonso"" - Muñiz 2147"
"5B",,,,,4,7,"Esc. Nº8 ""Almafuerte"" - Maza 1913"
"5B",,,,,9,,"Esc. Nº23 ""Pcia. de Entre Ríos"" - Av. Boedo 1935"
"5B",,,,,11,,"Esc. Nº26 ""Rep. de Colombia"" - Av. Juan de Garay 3972"
"5B",,,,,10,,"C.A.S.L.A. - Polideportivo Lorena Alloni - Salcedo s/n y José Mármol"
"5B",,,,,8,,"Inst. María Auxiliadora - Av. Juan de Garay 4333"
"5B",,,,,5,,"Esc. Nº25 ""Paula A. de Sarmiento"" - Tarija 4136"
"5B",,,,,5,,"Esc. Nº22 ""Gustavo Martínez Zuviría"" - Constitución 4154"
"5B",,,,,5,2,"Esc. Nº6 San José de Calasanz - Av. La Plata 1038 / s/n"
"5B",,,,,8,,"Club Buenos Aires Sur - Cochabamba 3650"
"5B",,,,,5,3,"Polideportivo S.P.T. - Quintino Bocayuva 1274"
"5B",,,,,6,6,"Esc. Nº14 ""Intendente Alvear"" - Castro 954"
"5B",,,,,3,,"Esc. Nº29 ""Reconquista de Bs. As."" - Av. Boedo 760"
"5B",,,,,3,,"Instituto Mariano Boedo - Castro Barros 965 / s/n"
"5B",,,,,16,,"Club Estrella de Boedo - Constitución 4151"
"5B",,,,,16,,"Fundación Nueva Generación del Deporte - Quintino Bocayuva 1241"
"5A",,,,,7,,"Jardín de Infantes ""Cesar Coll"" - Hipólito Yrigoyen 4238"
"5A",,,,,9,,"Esc. Nº16 ""José M. Ramos Mejía"" - Don Bosco 4200"
"5B",,,,,6,,"Inst. San Antonio - México 4050"
"5A",,,,,3,,"Inst. del Profesorado - Sagrado Corazón - Av. La Plata 82"
"5A",,,,,10,,"Inst. Sagrado Corazón - Hipólito Yrigoyen 4350"
"5B",,,,,3,,"Colegio Nº10 José de San Martín - Quito 4041 / 4047"
"5A",,,,,4,6,"Fundación Gutenberg - Av. Belgrano 4299 / s/n"
"5A",,,,,10,3,"Esc. Nº18 ""Antonio Bermejo"" - Av. Belgrano 3767"
"5B",,,,,8,,"Esc. Nº4 ""Salvador M. del Carril"" - Quintino Bocayuva 620 / Agrelo s/n"
"5B",,,,,11,3,"Esc. Nº22 ""Martina Gurruchaga"" - Av. Boedo 657"
"5A",,,,,8,4,"Inst. San Francisco de Sales - Hipólito Yrigoyen 3900"
"5A",,,,,11,5,"Colegio Pío IX - Yapeyú 197 / 183"
"5A",,,,,8,,"ESEA de Cerámica Nº1 - Bulnes 45"
"5A",,,,,12,,"Colegio María Auxiliadora - Gimnasio - Castro Barros 175"
"5A",,,,,3,2,"Instituto Cruz Roja Argentina - Moreno 3363"
"5A",,,,,13,,"Inst. San Francisco de Sales - Gimnasio - Castro Barros 237"
"5A",,,,,5,2,"Esc. Nº18 ""Alejandro Carbo"" - Mario Bravo 234 / 242"
"5A",,,,,7,,"Esc. Nº22 ""Carlos J. Benielli"" - Sánchez de Bustamante 260"
"5A",,,,,11,3,"Esc. Nº18 ""Alejandro Carbo - Gimnasio"" - Mario Bravo 234 / s/n"
"5A",,,,,16,8,"Inst.Tierra Santa - Sánchez de Bustamante 124"
"5A",,,,,21,2,"Colegio Nacional Nº3 ""Mariano Moreno "" - Av. Rivadavia 3577 / Bme. Mitre s/n"
"5A",,,,,7,4,"Esc. Nº19 ""Francisco Balcarce"" - Fco. Acuña de Figueroa 850"
"5A",,,,,11,,"Colegio Inmaculada Concepción - Mario Bravo 563"
"5A",,,,,9,,"U.T.N. - Sede Medrano - Av. Medrano 951"
"5A",,,,,4,1,"Inst. William Morris - Lavalle 3761"
"5A",,,,,3,6,"Esc. Nº30 ""Dr. Norberto Piñero"" - Jerónimo Salguero 920"
"5A",,,,,4,,"Inst. Ntra. Señora del Valle - San Luis 3358"
"5A",,,,,10,,"Esc. Nº7 ""José María Torres"" - Av. Corrientes 4261"
"5A",,,,,5,7,"Colegio Betania - Fco. Acuña de Figueroa 855"
"5A",,,,,6,,"Colegio Galileo Galilei - Estado de Palestina 748"
"5A",,,,,7,,"Esc. Nº20 ""Rosario Vera Peñaloza"" - Pringles 1165"
"5A",,,,,9,,"Inst. Casa de Jesús - Yatay 869 / Pringles 878"
"5A",,,,,14,4,"Esc. Nº23 ""Gral. Manuel Belgrano"" - Pringles 263"
"5A",,,,,11,,"Inst. Benito Nazar - Estado de Palestina 1098"
"5A",,,,,9,,"Esc. Nº3 ""Manuel Solá"" - Lambare 975"
"5A",,,,,3,,"Univ. Arg. J. F. Kennedy - Colegio Sarmiento - Sarmiento 4550"
"5A",,,,,3,,"Inst. Nichia Gakuin - Secundaria - Pringles 268"
"5A",,,,,3,3,"Inst. Nichia Gakuin - Primaria - Yatay 255"
"5A",,,,,3,,"Inst. Sudamericano Modelo - Rio De Janeiro 671 / s/n"
"5A",,,,,11,4,"Esc. Nº11 ""Pcia. de Jujuy"" - Roberto Nuñez 4355"
"6A",,,,,6,8,"Esc. Nº7 ""Del Centenario"" - Río de Janeiro 986"
"6A",,,,,8,,"Esc. Nº17 ""Pte. Uriburu"" - Av. Ángel Gallardo 246"
"6A",,,,,7,,"Esc. Nº15 ""Gral. J. G. de Artigas"" - Dr. Eleodoro Lobos 437"
"6A",,,,,3,,"Esc. del Nuevo Sol - Dr. G. Aráoz Alfaro 373"
"6A",,,,,4,,"Esc. de la Paz - Venancio Flores 65"
"6A",,,,,6,,"Inst. Divino Rostro - L. Marechal 1041 / P. Argentinas s/n"
"6A",,,,,4,,"Esc. de Enfermería Cecilia Grierson - J. B. Ambrosetti 601"
"6A",,,,,5,,"Club Premier - Campichuelo 472"
"6A",,,,,6,,"UBA - CBC Sede Ramos Mejia - Ramos Mejia 843"
"6A",,,,,7,,"Jardín de Infantes Nº1 ""A. Ferreyra"" - E. Acevedo 609 / Estivao  s/n"
"6B",,,,,7,,"Esc. Nº11 ""Pte. M. T. de Alvear"" - Av. Juan B. Alberdi 163"
"6B",,,,,8,,"Inst. Santa María - Senillosa 568"
"6B",,,,,6,,"Esc. Nº3 ""Primera Junta"" - Av. Rivadavia 4817 / s/n"
"6B",,,,,6,,"Esc. Nº9 ""Florentino Ameghino"" - Av. La Plata 623"
"6B",,,,,10,9,"Esc. Nº19 ""Juan Montalvo"" - Formosa 136"
"6B",,,,,8,,"Inst. Calasanz - José Bonifacio 56"
"6B",,,,,6,,"Inst. SUMMA - Yerbal 57 / 71"
"6B",,,,,10,,"Jardín de Infantes Nº2 ""Margarita Ravioli"" - Campichuelo 100"
"6B",,,,,4,,"Club Italiano - Yerbal 150"
"6B",,,,,9,,"Club Oeste - Av. José María Moreno 446"
"6B",,,,,7,,"Esc. Nº 8 ""Antonio Schettino"" - Av. José María Moreno 480"
"6A",,,,,8,,"Instituto Ferro Carril Oeste - Martín de Gainza 331"
"6A",,,,,4,,"Esc Nº20 ""Tte. Benjamín Matienzo"" - Hidalgo 635"
"6A",,,,,6,,"Esc. Nº14 ""Ernesto Padilla"" - Felipe Vallese 835"
"6A",,,,,9,,"Club Ferro Carril Oeste - Martín de Gainza 270"
"6A",,,,,11,,"Club Ferro Carril Oeste - Martín de Gainza 260"
"6A",,,,,10,,"Club Ferro Carril Oeste - Martín de Gainza 250"
"6A",,,,,15,10,"Esc. Nº9 ""Ing. Luis A. Huergo"" - Martín de Gainza 1060"
"6A",,,,,3,,"Jardín de Infantes Nº20  ""La Veleta de Caballito"" - Hidalgo 627"
"6A",,,,,8,,"Colegio Integral Caballito - Dr. J. F. Aranguren 723"
"6B",,,,,13,,"Esc. Nº4 ""Estanislao S. Zeballos"" - Av. Rivadavia 4950"
"6B",,,,,16,,"Colegio Nº17 ""Primera Junta"" - Av. Rivadavia 5161"
"6B",,,,,12,,"Liceo Nº12 ""Fray Mamerto Esquiú"" - Av. José María Moreno 345"
"6B",,,,,13,10,"Esc. Nº4 ""Org. de Estados Americanos"" - Del Barco Centenera 747"
"6B",,,,,7,,"Inst. Dr. Damaso Centeno – Secundaria - Av. Rivadavia 5558"
"6B",,,,,10,,"Esc. Nº14 ""Joaquín V. González"" - Av. Pedro Goyena 984 / Cachimayo 532"
"6B",,,,,5,,"Jardín de Infantes Nº4 ""El Tranvía de Caballito"" - Del Barco Centenera 741"
"6B",,,,,6,,"Inst. Dr. Damaso Centeno – Primaria - Av. Rivadavia 5558 / s/n"
"6B",,,,,5,,"Instituto Educativo Modelo - Pasaje San Ireneo 154"
"6A",,,,,4,5,"Esc. Nº8 ""Pcia. de San Juan"" - Cnel. Apolinario Figueroa 1077"
"6A",,,,,12,,"Inst. Redemetrix Captivorum - Luis Viale s/n y Espinosa"
"6A",,,,,11,,"Esc. Nº19 ""Galicia"" - Luis Viale 1052"
"6A",,,,,3,,"Esc. Nº11 ""José Ignacio Gorriti"" - Nicasio Oroño 1429 / 1431"
"6A",,,,,3,,"Jardín de Infantes Nº4 - Espinosa 1243"
"6A",,,,,5,,"Círculo Italo Argentino Liber Piemont - Gral. Manuel Rodríguez 1191"
"6A",,,,,6,,"Inst. Santa Brígida - Av. Gaona 2068 / Alte. J. F. Seguí 901"
"6A",,,,,5,,"Inst. Monseñor Dillon - Alte. J. F. Seguí 863 / 823"
"6A",,,,,4,,"Esc. Nº24 ""Virgen Generala"" - Juan José Biedma 459"
"6A",,,,,5,,"Esc. Nº25 ""Rep. de Guatemala"" - Mendez de Andes 1451"
"6A",,,,,5,,"Inst. Orsino - Gral. Lorenzo Vintter 931"
"6A",,,,,6,,"Club Caballito Juniors - Nicasio Oroño 566"
"6A",,,,,6,,"Club Unión Marchigiana - Nicasio Oroño 457"
"6A",,,,,8,6,"Esc. Nº3 ""Hipólito Vieytes"" - Cucha Cucha 1050 / 1070"
"6A",,,,,5,,"Esc. Nº10 ""Arq. M. J. Buschiazzo"" - Felipe Vallese 975"
"6B",,,,,15,,"UBA - Facultad de Filosofía y Letras - Puan 480"
"6B",,,,,7,,"Inst. Cultural Marianista - Av. Rivadavia 5656"
"6B",,,,,9,,"Inst. Argentino Excelsior - Av. Rivadavia 6028 / s/n"
"6B",,,,,8,,"Esc. Nº3 ""M. A. Montes de Oca"" - Puan 360"
"6B",,,,,10,,"Esc. Nº4 ""Pte. Dr. Arturo Illia"" - Av. Rivadavia 6065"
"6B",,,,,3,,"Inst. Monseñor Sabelli - Victor Martinez 62 / 52"
"6B",,,,,6,,"Colegio San Cirano - Victor Martínez 30 / Av. Rivadavia 5672"
"6B",,,,,3,,"Inst. Provolo - Av. Juan B. Alberdi 1679"
"6B",,,,,3,8,"UBA – Anexo Facultad de Filosofía y Letras - José Bonifacio 1339"
"6B",,,,,5,,"Jardín de Infantes Nº3 ""La Porteña"" - Yerbal 1548"
"7B",,,,,6,3,"Esc. Nº7 ""Niñas de Ayohuma"" - Av. Asamblea 1221"
"7B",,,,,5,,"Inst. Nº2 ""Prof. F. W. Dickens"" - Av. Curapaligüe 1150"
"7B",,,,,10,,"Inst. Medalla Milagrosa - Av. Curapaligüe 1155 / 1127"
"7B",,,,,9,,"Club Gimnasio Chacabuco - Miro 750 / s/n"
"7B",,,,,6,,"Centro de Formación Profesional Nº6 - Av. Asamblea 153"
"7B",,,,,11,5,"Esc. Nº22 ""Antonio Zinny"" - Salas 565"
"7B",,,,,10,,"Esc. Nº17 ""Prof. R. Bernardelli"" - Estrada 627"
"7B",,,,,6,,"Esc. Nº8 ""Luis Vernet"" - Hortiguera 742"
"7B",,,,,14,,"Esc. Nº1 ""Chacabuco"" - Av. Eva Perón 1502"
"7B",,,,,5,7,"Esc. Nº15 ""Pcia. de Salta"" - Saraza 1353"
"7B",,,,,4,,"Esc. Nº24 ""Dr. Florian Oliver"" - Saraza 470"
"7B",,,,,5,,"Esc. de Form Educativa y Deportiva - Av. La Plata 1707"
"7B",,,,,4,,"Esc. Nº23 ""Canadá"" - Cachimayo 1735"
"7B",,,,,6,,"Esc. Santa Coloma - Santander 1150"
"7B",,,,,6,,"Esc. Nº10 ""Juan Agustín Maza"" - Cachimayo 1657"
"7B",,,,,3,,"Club Telégrafo y Crisol Unidos - Saraza 951"
"7B",,,,,5,,"Esc. Nº21 ""Juan José Paso"" - Beauchef 1869"
"7B",,,,,11,,"Inst. San Judas Tadeo - Somellera 1720"
"7B",,,,,9,,"Esc. Nº7 ""Tte. Manuel Felix Origone"" - Pumacahua 1247"
"7B",,,,,6,,"Esc. N°4 ""A. Tatin Ravello"" - Victor Martinez 1780"
"7B",,,,,5,9,"Club Peñarol - Zañartu 1547"
"7C",,,,,17,,"Colegio Nº9 ""Justo José de Urquiza"" - Condarco 290 / Bacacay s/n"
"7C",,,,,3,,"Esc. Nº1 ""Julio Cortázar"" - Bogotá 2759"
"7C",,,,,3,,"Centro de Formación Profesional Nº24 - Moron 2538"
"7C",,,,,15,12,"Colegio Schonthal - Av. Nazca 537 / 555"
"7C",,,,,10,,"Esc. Nº5 ""Rep. de Salvador"" - Gral. J. G. de Artigas 878"
"7C",,,,,6,,"Inst. Monseñor Aneiros de San José - Felipe Vallese 2549"
"7C",,,,,12,,"Esc. Nº5 ""Juan B. Peña"" - M. R. Trelles 948"
"7C",,,,,10,5,"Esc. Nº12 ""Facundo Zuviría"" - Franklin 1836"
"7C",,,,,12,,"Esc. Nº15 ""Cnel. C. T. Sourigues"" - J. F. Aranguren 2400 / F. C. Rodriguez s/n"
"7C",,,,,3,,"Esc. para el Hombre Nuevo - Granaderos 168"
"7C",,,,,12,,"Inst. Ntra. Sra. de Lourdes - Av. Rivadavia 6270"
"7C",,,,,3,,"Colegio ""La Obra"" - Caracas 325"
"7C",,,,,6,7,"Esc. Nº12 ""Pcia. del Chaco"" - Av. Avellaneda 2547"
"7C",,,,,4,,"Inst. Ana Maria Janer - Av. Juan Bautista Alberdi 2555 / s/n"
"7C",,,,,5,6,"Esc. Nº9 ""Jose Maria Paz"" - Cnel. Ramón  L. Falcón 2934"
"7C",,,,,8,4,"Asoc. Española de Socorros Mutuos - Pedernera 143"
"7C",,,,,3,,"Jardín de Infantes Nº1 - Av. San Pedrito 341"
"7C",,,,,8,,"Esc. Nº8 ""Cnel. Ing. Pedro Cerviño"" - Av. Varela 358"
"7C",,,,,6,,"Colegio del Libertador - Av. Directorio 2959 / s/n"
"7C",,,,,8,,"Colegio Limerick - Av.Varela 265 / s/n"
"7C",,,,,5,,"Inst. San José de Flores - José Bonifacio 2475 / s/n"
"7C",,,,,13,4,"Esc. Nº15 ""Rep. Oriental del Uruguay"" - Av. Carabobo 253"
"7C",,,,,5,,"Liceo Nº5 ""Pascual Guaglianone"" - Av. Carabobo 286 / José Bonifacio s/n"
"7C",,,,,12,4,"Esc. Nº19 ""Leandro N. Alem"" - Fray Cayetano Rodríguez 95 / s/n"
"7C",,,,,7,,"Esc. Nº5 ""R. de Escalada de San Martín"" - Av. Juan B. Alberdi 1845"
"7C",,,,,8,,"Esc. Nº9 ""José Ingenieros"" - Cnel. Ramón L. Falcón 2248"
"7C",,,,,4,,"Inst. Sara Chamberlain de Eccleston - Av. Carabobo 58"
"7C",,,,,4,,"Esc.Nº21 ""Cap. Hipolito Bouchard"" - Pumacahua 390"
"7A",,,,,6,,"Esc. Nº6 ""Dr. Carlos Vaz Ferreira"" - Av. Varela 1040"
"7A",,,,,3,,"Esc. Nº16 ""Santa Cruz y Espejo"" - Primera Junta 3445"
"7A",,,,,4,,"Esc. Nº12 ""Reconquista"" - Av. Varela 753"
"7A",,,,,4,6,"Esc. Nº10 ""Ing. Octavio S. Pico"" - Lafuente 559"
"7A",,,,,4,,"Esc. Nº5 ""A. G. de Ryan"" - Portela 734"
"7A",,,,,6,,"Club Pedro Echagüe - Portela 836"
"7A",,,,,5,,"Flores Club - Quirno 947"
"7A",,,,,3,,"Inst. Ntra. Sra. de Luján - Av. Carabobo 967"
"7A",,,,,7,,"Inst. G. de Honor del Santísimo Rosario - Lautaro 824"
"7A",,,,,3,,"Esc. Nº24 ""Dr. Pedro A. Torres"" - Lautaro 752 / s/n"
"7A",,,,,5,2,"Inst. Ntra. Sra. de la Misericordia - Camacua 493"
"7A",,,,,4,,"Inst. Virginio F. Grego - Av. Directorio 2220"
"7A",,,,,8,14,"Esc. Nº4 ""Benjamín Zorrilla"" - San Pedrito 1415 / 1425"
"7A",,,,,9,,"Esc. Nº23 “Gral. Savio” - San Pedrito 1137"
"7A",,,,,5,,"Colegio Armenio Arzruni - Jose Marti 1580"
"7A",,,,,6,8,"Inst. Santa Clara - Zuviria 2660"
"7A",,,,,4,12,"Esc. Nº22 ""Hipólito Bouchard"" - Avelino Diaz 2356"
"7A",,,,,15,,"Esc. Nº3 ""Prof. Carlos Geniso"" - Agustín de Vedia 2519"
"7A",,,,,3,10,"Esc. Nº13 ""Francisco Jacques"" - Lautaro 1440"
"7A",,,,,8,,"Club Daom - Av. Varela 1802"
"7A",,,,,3,27,"Club San Lorenzo de Almagro - Av. Fernández de la Cruz  2145"
"7B",,,,,3,3,"Esc. Nº 4 ""Ricardo Güiraldes"" - Av. Riestra 1850"
"7A",,,,,9,,"Colegio Armenio Arzruni - Gimnasio - Jose Marti 1561"
"7A",,,,,8,,"Inst. Elisa Harilaos - San Pedrito 1347 / s/n"
"7A",,,,,6,,"Inst. Coreano Argentino - Av. Asamblea 1840"
"7A",,,,,4,,"Inst. Santa Clara - Gimnasio - Culpina 1410 / s/n"
"8B",,,,,5,,"Esc. Nº9 ""Dr. José Benjamín Zubiaur"" - Carlos Berg 3460"
"8B",,,,,3,,"Esc. Nº14 ""C. María Remedios del Valle"" - Av. Int. Francisco Rabanal 2751"
"8B",,,,,4,,"Esc. Nº 8 ""Dr. Luis Federico Leloir"" - Av. Int. Francisco Rabanal 2275"
"8B",,,,,5,,"Inst. San José - Corrales 3188"
"8B",,,,,5,,"Esc. Nº17 ""Gaspar Lucilo Benavento"" - Corrales 3420 / s/n"
"8B",,,,,3,12,"Esc. Nº18 ""San Juan Bautista de La Salle"" - Corrales 3450"
"8B",,,,,6,12,"Inst. Cristo Obrero - Lafuente 3202"
"8B",,,,,5,,"Esc. Nº15 ""Evaristo Carriego"" - Portela 3150"
"8B",,,,,9,8,"Inst. Ntra. Sra. de Fátima - Portela 2750"
"8B",,,,,6,,"Esc. Nº5 de Reingreso - Av. F. Fernández de la Cruz 3605"
"8B",,,,,6,,"Esc. Nº20 ""Maestro C. A. Carranza"" - Martinez Castro 3061"
"8B",,,,,5,11,"Esc Nº19 ""Dr. Arturo Jauretche"" - Martínez Castro 3067"
"8B",,,,,5,,"Esc. N°21 ""Maestro Guillermo Barros"" - Mariano Acosta 2976"
"8B",,,,,7,,"Esc. N°19 “Rene Favaloro” - Cnel. M. Chilavert 2690"
"8B",,,,,4,,"Inst. Ntra Sra. de Las Gracias - Cóndor 2132"
"8B",,,,,4,,"Club Juventud Unida Villa Soldati - Av. Int. Francisco Rabanal 2821"
"8B",,,,,3,,"Inst. Isaac Bakchellian - Corrales 2527"
"8B",,,,,7,,"Inst. Cristo Obrero - Gimnasio - Cóndor 2947"
"8B",,,,,5,,"Club José Soldati - Lafuente 2931"
"8C",,,,,6,,"Esc. Nº13 ""Dr. Alfredo Lanari"" - Av. Piedra Buena 4863 / 4873"
"8C",,,,,5,6,"Esc. Nº16 ""Dr. Sofanor N. Corvalán"" - Berón de Astrada 6351"
"8C",,,,,3,,"Colegio Macnab Bernal - Secundaria - Itaquí 6900"
"8C",,,,,9,,"Colegio Macnab  Bernal - Primaria - Av. F. Fernández de la Cruz 6880"
"8C",,,,,7,,"Inst. Sagrada Familia - Cosquín 4951 / s/n"
"8C",,,,,7,,"Esc. N°18 ""Jorge Newbery"" - Av. Cnel. Roca 5898"
"8C",,,,,9,,"Club El Ideal - Montiel 5142"
"8A",,,,,11,,"Esc. Nº13 ""Ing. Jose Luis Delpini"" - Cnel. M. Chilavert 5460"
"8A",,,,,8,8,"Esc. Nº3 ""Cristobal Colón"" - Av. Larrazábal 4051"
"8A",,,,,6,8,"Esc. Nº4 ""Pcia. de Tucumán"" - Av. Riestra 5030"
"8A",,,,,8,,"Inst. Parroquial Mario F. Alsina - Martiniano Leguizamón 4030"
"8C",,,,,7,,"Esc. Nº15 ""Dr. Carlos Alberto Veronelli"" - Cafayate 5388"
"8C",,,,,8,,"Esc. de Bellas Artes Lola Mora - Av. Soldado de la Frontera 5155"
"8C",,,,,7,8,"Esc. Nº10 ""Ítalo Américo Foradori"" - Av. Larrazábal 5001"
"8C",,,,,6,10,"Esc. Nº5 ""Armada Argentina"" - Av. Larrazábal 4520"
"8C",,,,,7,8,"Esc. Nº1 ""Concejal  Alberto Salvatori"" - Cafayate 5115"
"8C",,,,,7,8,"Esc. Nº9 ""Hector Panizza"" - Berón de Astrada 5920"
"8C",,,,,7,9,"Esc. Nº6 ""Rep. de la India"" - Nicolás Descalzi 5425"
"8C",,,,,6,,"Esc. N°35 ""Leopoldo Marechal"" - Av. Larrazabal 5140"
"8C",,,,,14,,"Esc. N°2 ""Maestro Luis Vicente"" - Av. Larrazabal 5430"
"8A",,,,,10,,"Esc. N°14 ""Dr. Ricardo Levene"" - Cañada de Gómez 4548"
"8A",,,,,8,,"Club Yupanqui - Guamini 4502 / 4512"
"8C",,,,,6,,"UBA - CBC  Sede Lugano - Cam. Parque Victoria 5347"
"8A",,,,,7,,"Club Atlético Lugano - Jose Ignacio Rucci 4170"
"8A",,,,,7,,"Club Lomas de Lugano - Albariño 3619"
"8A",,,,,6,,"Jardín de Infantes N°3 - Av. Piedra Buena 3100"
"8A",,,,,5,,"Jardín de Infantes Nº1 ""Sudamérica"" - Zuviría 6680"
"8B",,,,,10,18,"UTN - Campus Universitario - Mozart 2300"
"8A",,,,,3,10,"Esc. Nº15 ""Rep. Argentina"" - Av. Castañares 4689"
"8A",,,,,7,6,"Esc. Nº21 ""Soldado de Malvinas"" - Goleta Santa Cruz 6999"
"8A",,,,,4,,"Esc. Nº 20 ""Dra. A. Moreau de Justo"" - Goleta Santa Cruz 6997"
"8A",,,,,8,,"Inst. Ntra. Sra. de la Paz - Av. Piedra Buena 3595"
"8A",,,,,4,,"Esc. Nº11 ""Ponciano Vivanco"" - Oliden 2851"
"8A",,,,,8,10,"Esc. Nº12 ""Juan XXIII"" - Aquino 6040"
"8A",,,,,8,,"Esc. Nº9 ""Homero Manzi"" - Miralla 2666"
"8A",,,,,7,,"Inst. Don Orione - Av. Piedra Buena 3848"
"8A",,,,,6,7,"Esc. Nº8 ""Judith y Demetrio Demarchi"" - José Ignacio Rucci 3961"
"8A",,,,,8,,"Esc. Nº22 ""Sta. María de los Buenos Aires"" - Echeandía 5650"
"8B",,,,,11,,"Esc. Nº6 ""América"" - Av. Escalada 2890"
"8A",,,,,3,,"Club Pampero - Av. Larrazabal 3033"
"8A",,,,,8,,"Club Lugano Tenis - Zelarrayan 5740"
"8A",,,,,7,,"Min. de Desarrollo Humano y Habitat - Av. Piedra Buena 3280"
"8A",,,,,5,,"Esc. Nº2 ""Pampero"" - Cañada de Gómez 3850"
"8A",,,,,7,,"Esc. Nº24 - Zuviría 6590"
"8A",,,,,8,,"Club Nueva Estrella - Santander 4602"
"8A",,,,,6,,"Esc. N°1 “Congreso de La Nación“ - Zuviría 6550"
"9C",,,,,7,,"Esc. Nº5 ""Roberto Billinghurst"" - Zinny 1641"
"9C",,,,,7,6,"Asoc. de Fomento Mariano Acosta - Av. Mariano Acosta 1544"
"9C",,,,,3,,"Inst Parroquial Madre de Dios - Saravia 2335"
"9C",,,,,7,6,"Esc. Nº8 ""Reino de Thailandia"" - Homero 2159"
"9C",,,,,7,5,"Inst. Sup. de Seguridad Pública - Av. Santiago De Compostela 3801"
"9C",,,,,6,4,"Club  América del Sud - Francisco Bilbao 3760 / s/n"
"9C",,,,,8,,"Esc. Nº11  ""Dr. Pedro Goyena"" - Gregorio de Laferrere 3624"
"9C",,,,,8,7,"Esc. Nº17 ""Brig. Gral. C. Saavedra"" - Av. Lacarra 535"
"9C",,,,,3,,"Inst. Luján Porteño - Francisco Bilbao 3474 / 3476"
"9C",,,,,6,,"Esc N°17 “Juan Galo Lavalle” - Gral. Eugenio Garzón 3946 / 3950"
"9C",,,,,8,,"Esc. Nº20 ""Antonio Alice"" - B. Fernández Moreno 3652"
"9C",,,,,7,,"Esc. Nº16 ""Tomás Le Breton"" - Gral. Eugenio Garzón 4346"
"9C",,,,,8,,"Inst. Ntra. Sra. de los Remedios - Francisco Bilbao 4310"
"9C",,,,,5,,"Esc. N°10 ""Antonio Zaccagnini"" - Av. Lacarra 1135"
"9C",,,,,4,5,"Esc. N°18 Dra. Elvira Rawson de Dellepiane - San Pedro 4457"
"9C",,,,,6,,"Alvear Club - José Enrique Rodó 4190"
"9C",,,,,8,5,"Alvear Club – ANEXO - Av. Directorio 4147 / Fernández s/n"
"9C",,,,,4,,"Esc. Nº8 ""P. Albarracín de Sarmiento"" - Pio Collivadino 436"
"9C",,,,,3,,"Esc. Nº24 ""Sara de Elía de Giménez"" - Av. Bruix 4620"
"9C",,,,,6,,"Esc. Nº20 ""Sargento Juan B. Cabral"" - Homero 1157"
"9C",,,,,4,,"Esc. Nº21 ""Pedro Inchauspe"" - José Enrique Rodó 4431"
"9A",,,,,6,,"Asoc. José Hernández - Oliden 1632"
"9A",,,,,6,,"Asoc. de Fomento Corvalán - Tapalque 5147"
"9A",,,,,5,8,"Inst. San Pio X - Manuel Artigas 5261"
"9A",,,,,4,,"Esc. Nº4 ""Rep. del Brasil"" - Manuel Artigas 5951"
"9A",,,,,3,,"Inst. Calasancio Divina Pastora - Manuel Artigas 6124"
"9A",,,,,4,,"Liceo Nº8 ""Esteban Echeverría"" - Murguiondo 1568 / Oliden s/n"
"9A",,,,,5,,"Esc. Nº13 ""Prof. Luz Vieira Méndez"" - Bragado 5350"
"9A",,,,,6,,"Esc. Nº2 “Patria Grande” - Chascomús 5598"
"9A",,,,,4,,"Esc. Nº3 ""Dr. Eduardo L. Holmberg"" - Av. Larrazabal 1556 / Larraya 1555"
"9A",,,,,3,,"Inst. San Vicente de Paul - Oliden 1440"
"9A",,,,,4,,"Inst. Plácido Marin - Av. Larrazabal 1551 / 1555"
"9A",,,,,3,,"Club Brisas del Sud - Guardia Nacional 1956"
"9A",,,,,7,,"Esc. Nº12 ""Presbitero Montes Carballo"" - Larraya 2055"
"9A",,,,,6,,"Esc. Nº14 ""José Antonio Cabrera"" - San Pedro 5845"
"9A",,,,,6,6,"Club Argentino - Albariño 2253"
"9A",,,,,6,,"Esc. Nº19 ""Caja Nac. de Ahorro y Seguro"" - Albariño 2062"
"9A",,,,,6,4,"Club del Plata - Araujo 1879"
"9A",,,,,4,,"Esc. Nº6 ""Prof. Felipe Boero – Adultos"" - Av. Eva Perón 7431"
"9A",,,,,3,,"Esc. Nº14 ""Islas Malvinas"" - Av. de los Corrales 7040"
"9A",,,,,4,,"Esc. Nº11 ""Emilio Von Behring"" - Av. Cnel. Cárdenas 2652"
"9A",,,,,3,,"Esc. Nº6 ""Prof. Felipe Boero"" - Av. Eva Perón 7449"
"9A",,,,,3,,"Esc. Nº20 - Polo Ed. Mataderos – Secundaria - P. de los Artistas s/n y Av. Directorio s/n"
"9A",,,,,4,6,"Esc. Nº23 - Polo Ed. Mataderos – Primaria - P. de los Artistas s/n y Remedios s/n"
"9A",,,,,6,,"Esc N°19 “Roma” - Cosquin 3100"
"9A",,,,,3,,"Centro de Formación Prof. N°4 - Carhué 2970"
"9A",,,,,4,,"Esc. Nº5 “Vicente López y Planes” - Tandil 6690"
"9A",,,,,8,3,"Club Gral. Lamadrid - Carhué 2049"
"9A",,,,,4,,"Inst. San Felipe Neri - Andalgalá 2264"
