Level1,Level2,Level3,Level4,Level5,Number,Address
Akershus,Ås,,,,Åsgård skole,"Skoleveien 15
1430 Ås
Akershus"
Akershus,Ås,,,,Granheimtunet - Nordby eldresenter/seniortreff,"Granheimtunet 3
1406 Ski
Akershus"
Akershus,Ås,,,,Nordbytun ungdomsskole - auditorium,"Emily Kirkeruds vei 6
1407 Vinterbro
Akershus"
Akershus,Ås,,,,Rustad skole - atrium,"Bestemors vei 2
1434 Ås
Akershus"
Akershus,Asker,,,,Borgen ungdomskole,"Vardefaret 4
1388 Borgen
Akershus"
Akershus,Asker,,,,Heggedalshallen,"Heggedalsbakken 9
1389 Heggedal
Akershus"
Akershus,Asker,,,,Hofstad skole,"Hofstadgata 14
1384 Asker
Akershus"
Akershus,Asker,,,,Hovenga samfunnshus,"Knivsfjelleveien 2
3490 Klokkarstua
Akershus"
Akershus,Asker,,,,Leikvollhallen,"Brages vei 5
1387 Asker
Akershus"
Akershus,Asker,,,,Midtbygda skole,"Spikkestadveien 21
3440 Røyken
Akershus"
Akershus,Asker,,,,Nesbru videregående skole,"Halvard Torgersens vei 8
1396 Billingstad
Akershus"
Akershus,Asker,,,,Nesøya skole,"Tverråsen 4
1397 Nesøya
Akershus"
Akershus,Asker,,,,ROS Arena,"Ovnerudveien 1
3430 Spikkestad
Akershus"
Akershus,Asker,,,,Sætre barneskole,"Søndre Sætrevei 1
3475 Sætre
Akershus"
Akershus,Asker,,,,Slemmestadhallen,"Skolebakken 10
3470 Slemmestad
Akershus"
Akershus,Asker,,,,Solvang ungdomsskole,"Solvangveien 32
1383 Asker
Akershus"
Akershus,Asker,,,,Tofte ungdomsskole,"Skoledalen 89
3482 Tofte
Akershus"
Akershus,Asker,,,,Vollen ungdomsskole,"Håkavikveien 45
1390 Vollen
Akershus"
Akershus,Aurskog-Høland,,,,"Aurskog-Finstadbru Sportsklubb, Aurskoghallen","Aurveien 41
1930 Aurskog
Akershus"
Akershus,Aurskog-Høland,,,,"Bjørkelangen sportsforening, sportshall","Haldenveien 45
1940 Bjørkelangen
Akershus"
Akershus,Aurskog-Høland,,,,Høland stadion,"Idrettsveien 4
1960 Løken
Akershus"
Akershus,Aurskog-Høland,,,,Rømskog kulturhus,"Engehaget 1
1950 Rømskog
Akershus"
Akershus,Aurskog-Høland,,,,Setskog oppvekstsenter,"Måsabyveien 4
1954 Setskog
Akershus"
Akershus,Aurskog-Høland,,,,"Søndre Høland Idretts- og ungdomslag, Søndrehallen","Bråtevangveien 7
1970 Hemnes
Akershus"
Akershus,Bærum,,,,"Bærum idrettspark, flerbrukshallen","Hauger skolevei 36
1351 Rud
Akershus"
Akershus,Bærum,,,,"Bekkestua bibliotek, storsalen","Gamle Ringeriksvei 44
1357 Bekkestua
Akershus"
Akershus,Bærum,,,,Combihallen,"Nedre Åsvei 1
1341 Slependen
Akershus"
Akershus,Bærum,,,,"Eiksmarka skole, gymsalen","Niels Leuchs vei 56
1359 Eiksmarka
Akershus"
Akershus,Bærum,,,,"Grav skole, lille gymsal","Hosleveien 24
1358 Jar
Akershus"
Akershus,Bærum,,,,"Hosle skole, gymsalen","Bispeveien 73
1362 Hosle
Akershus"
Akershus,Bærum,,,,"Høvik Verk skole, gymsalen","Fjordveien 76
1363 Høvik
Akershus"
Akershus,Bærum,,,,"Hundsund Idrettshall, flerbrukshallen","Snarøyveien 81
1364 Fornebu
Akershus"
Akershus,Bærum,,,,"Jar skole, gymsalen","Storengveien 2
1358 Jar
Akershus"
Akershus,Bærum,,,,"Løkeberg skole, store gymsalen","Bærumsveien 340
1344 Haslum
Akershus"
Akershus,Bærum,,,,"Lommedalen skole, festsalen","Gamleveien 132
1350 Lommedalen
Akershus"
Akershus,Bærum,,,,"Mølladammen skole, gymsal","Lommedalsveien 239
1350 Lommedalen
Akershus"
Akershus,Bærum,,,,"Ramstad skole, kantinen","Høvikveien 30
1363 Høvik
Akershus"
Akershus,Bærum,,,,"Rykkinn skole, forsamlingssalen","Leirdueveien 74
1349 Rykkinn
Akershus"
Akershus,Bærum,,,,"Sandvika videregående skole, gymsalen","Elias Smiths vei 15
1337 Sandvika
Akershus"
Akershus,Bærum,,,,"Skui skole, festsalen","Ringeriksveien 242
1340 Skui
Akershus"
Akershus,Bærum,,,,"Stabekk videregående skole, gymsalen","Gamle Drammensvei 15
1369 Stabekk
Akershus"
Akershus,Eidsvoll,,,,Ås skole,"Eidsvollvegen 11
2080 Eidsvoll
Akershus"
Akershus,Eidsvoll,,,,Badet kulturtun,"Eidsvollbakken 42
2080 Eidsvoll
Akershus"
Akershus,Eidsvoll,,,,Bønsmoen skole,"Bønsmovegen 19B
2070 Råholt
Akershus"
Akershus,Eidsvoll,,,,Dal skole,"Hjeravegen 5
2072 Dal
Akershus"
Akershus,Eidsvoll,,,,Fløygir,"Fløygir
2093 Feiring
Akershus"
Akershus,Eidsvoll,,,,Langset skole,"Dorrgutua 18
2092 Minnesund
Akershus"
Akershus,Eidsvoll,,,,Råholt skole,"Martin Johansens veg 85
2070 Råholt
Akershus"
Akershus,Enebakk,,,,Enebakk Rådhus,"Prestegårdsveien 4
1912 Enebakk
Akershus"
Akershus,Enebakk,,,,Flateby Samfunnshus,"Borgengrenda 1
1911 Flateby
Akershus"
Akershus,Enebakk,,,,Mjærhallen,"Lillestrømveien 31
1914 Ytre Enebakk
Akershus"
Akershus,Frogn,,,,"Aulaen, Seiersten ungdomsskole","Belsjøveien 1
1443 Drøbak
Akershus"
Akershus,Frogn,,,,"Dal skole, gymsalen","Nesoddveien 207
1455 Nordre Frogn
Akershus"
Akershus,Frogn,,,,Smia flerbrukshus,"Dyrløkkebakken 1
1448 Drøbak
Akershus"
Akershus,Gjerdrum,,,,Gjerdrum kulturhus,"Asktorvet 3
2022 Gjerdrum
Akershus"
Akershus,Hurdal,,,,Dalheim,"Glassverkvegen 16
2090 Hurdal
Akershus"
Akershus,Jevnaker,,,,Jevnaker Idrettshall,"Skolevegen 22
3520 Jevnaker
Akershus"
Akershus,Lillestrøm,,,,Blaker skole,"Skåningsrudveien 30
1925 Blaker
Akershus"
Akershus,Lillestrøm,,,,Brånås skole,"Brånåsveien 42
2019 Skedsmokorset
Akershus"
Akershus,Lillestrøm,,,,Dalen skole,"Dalheimveien 55
1903 Gan
Akershus"
Akershus,Lillestrøm,,,,Frogner skole og kultursenter,"Trondheimsveien 362
2016 Frogner
Akershus"
Akershus,Lillestrøm,,,,Garderåsen skole,"Garderåsveien 202
1900 Fetsund
Akershus"
Akershus,Lillestrøm,,,,Gjellerås skole,"Karisveien 18
2013 Skjetten
Akershus"
Akershus,Lillestrøm,,,,Hovinhøgda skole,"Garderveien 2
1900 Fetsund
Akershus"
Akershus,Lillestrøm,,,,Lillestrøm rådhus,"Jonas Lies gate 18
2000 Lillestrøm
Akershus"
Akershus,Lillestrøm,,,,Riddersand skole/Ridderhallen,"Kirkeveien 149
1900 Fetsund
Akershus"
Akershus,Lillestrøm,,,,Skedsmo samfunnshus,"Furuholtet 3
2020 Skedsmokorset
Akershus"
Akershus,Lillestrøm,,,,Slorahallen,"Fjellhammerveien 19
2010 Strømmen
Akershus"
Akershus,Lillestrøm,,,,Sophie Radich skole,"Sophie Radichs vei 13
2003 Lillestrøm
Akershus"
Akershus,Lillestrøm,,,,Sørum skole,"Bingenveien 2-4
1923 Sørum
Akershus"
Akershus,Lillestrøm,,,,Sørumsand videregående skole,"Skriverveien 23
1920 Sørumsand
Akershus"
Akershus,Lillestrøm,,,,Stav skole,"Øvre Ryensvei 46
2013 Skjetten
Akershus"
Akershus,Lillestrøm,,,,Sten-Tærud skole,"Gjoleidveien 21
2019 Skedsmokorset
Akershus"
Akershus,Lillestrøm,,,,Vigernes skole,"Vigernesgata 1
2004 Lillestrøm
Akershus"
Akershus,Lørenskog,,,,Benterudhallen,"Tunveien 5
1475 Finstadjordet
Akershus"
Akershus,Lørenskog,,,,Finstad skole. Gymsalen.,"Finstadrabben 148B
1475 Finstadjordet
Akershus"
Akershus,Lørenskog,,,,Fjellhamar arena,"Marcus Thranes vei 96
1472 Fjellhamar
Akershus"
Akershus,Lørenskog,,,,Kurland skole,"Sandbekkveien 111
1479 Kurland
Akershus"
Akershus,Lørenskog,,,,Lørenskog hus. Kunstsalen i 1. etg,"Festplassen 1
1473 Lørenskog
Akershus"
Akershus,Lunner,,,,Grua skole,"Sagvegen 6
2742 Grua
Akershus"
Akershus,Lunner,,,,Harestua arena,"Elvefaret 22
2743 Harestua
Akershus"
Akershus,Lunner,,,,Lunner barneskole,"Skøienvegen 46
2730 Lunner
Akershus"
Akershus,Lunner,,,,Lunner ungdomsskole,"Sandsvegen 2
2740 ROA
Akershus"
Akershus,Nannestad,,,,Eltonåsen skole,"Willy Moes veg 4
2034 Holter
Akershus"
Akershus,Nannestad,,,,Kringler-Slattum skole,"Austaddalsvegen 32
2033 Åsgreina
Akershus"
Akershus,Nannestad,,,,Maurahallen,"Lauvåsvegen 2
2032 MAURA
Akershus"
Akershus,Nannestad,,,,Preståsen skole,"Preståsvegen 4
2030 NANNESTAD
Akershus"
Akershus,Nes,,,,Fenstad skole,"Knauserudvegen
2170 Fenstad
Akershus"
Akershus,Nes,,,,Fjellfoten skole,"Fjellfotvegen 17
2150 Årnes
Akershus"
Akershus,Nes,,,,Framtun skole,"Framtunvegen 22
1929 Auli
Akershus"
Akershus,Nes,,,,Nes kulturhus,"Skolegata 12
2150 Årnes
Akershus"
Akershus,Nes,,,,Neskollenhallen,"Melkevegen 19
2165 Hvam
Akershus"
Akershus,Nes,,,,RSA Hallen,"Skredderstuvegen 15
1929 Auli
Akershus"
Akershus,Nes,,,,Skogbygda skole,"Skolevegen 1
2164 Skogbygda
Akershus"
Akershus,Nesodden,,,,Bakkeløkka flerbrukshall,"Skogåsveien 26
1454 Fagerstrand
Akershus"
Akershus,Nesodden,,,,Tangenten,"Kongleveien 2
1452 Nesoddtangen
Akershus"
Akershus,Nittedal,,,,Hakadalshallen,"Sloraveien 7
1488 Hakadal
Akershus"
Akershus,Nittedal,,,,Rotneshallen,"Stasjonsveien 6
1482 Nittedal
Akershus"
Akershus,Nittedal,,,,Slattumhallen,"Skoleveien 23
1480 Slattum
Akershus"
Akershus,Nordre Follo,,,,Gamle Oppegård rådhus,"Kolbotnveien 30
1410 Kolbotn
Akershus"
Akershus,Nordre Follo,,,,Hebekk skole,"Sørjordet 7
1423 Ski
Akershus"
Akershus,Nordre Follo,,,,Kråkstadhallen,"Kråkstadveien 134
1408 Kråkstad
Akershus"
Akershus,Nordre Follo,,,,Langhuset Vevelstad,"Gamle Vevelstadvei 34
1405 Langhus
Akershus"
Akershus,Nordre Follo,,,,Østre Greverud idrettshall,"Kongeveien 291
1415 Oppegård
Akershus"
Akershus,Nordre Follo,,,,Siggerudhallen,"Gamle Siggerudvei 2
1404 Siggerud
Akershus"
Akershus,Nordre Follo,,,,Ski skole,"Kirkeveien 21
1400 Ski
Akershus"
Akershus,Nordre Follo,,,,Sofiemyr idrettshall,"Holbergs vei 39
1412 Sofiemyr
Akershus"
Akershus,Rælingen,,,,Blystadlia skole,"Ulvefaret 32
2014 Blystadlia
Akershus"
Akershus,Rælingen,,,,Fjerdingby skole,"Bjørnholthagan 10
2008 Fjerdingby
Akershus"
Akershus,Rælingen,,,,Løvenstad skole,"Løvenstadvegen 7
2006 Løvenstad
Akershus"
Akershus,Rælingen,,,,Nordby skole,"Tomterstien 35
2009 Nordby
Akershus"
Akershus,Rælingen,,,,Rud skole,"Skolevegen 22
2005 Rælingen
Akershus"
Akershus,Rælingen,,,,smestad skole,"Smestadbråtan 1
2008 Fjerdingby
Akershus"
Akershus,Ullensaker,,,,Alfhallen,"Dugnadsvegen 13
2040 Kløfta
Akershus"
Akershus,Ullensaker,,,,Algarheim skole,"Oscar Christensens veg 20
2056 Algarheim
Akershus"
Akershus,Ullensaker,,,,Bakke skole,"Skolevegen 14a
2040 Kløfta
Akershus"
Akershus,Ullensaker,,,,Gystadmarka barneskole,"Aktivitetsvegen 25
2069 Jessheim
Akershus"
Akershus,Ullensaker,,,,Hovin skole,"Krokfossvegen 32
2067 Jessheim
Akershus"
Akershus,Ullensaker,,,,Mogreina skole,"Sørbakkvegen 2
2054 Mogreina
Akershus"
Akershus,Ullensaker,,,,Nordkisa skole,"Anna Willersruds veg 12
2055 Nordkisa
Akershus"
Akershus,Ullensaker,,,,Ullensaker rådhus og kulturhus,"Furusethgata 12
2050 Jessheim
Akershus"
Akershus,Vestby,,,,Bjørlien skole,"Risilveien 85
1542 Vestby
Akershus"
Akershus,Vestby,,,,Brevik Grendesenter,"Falkeveien 24
1555 Son
Akershus"
Akershus,Vestby,,,,Grevlingen Flerbrukshall,"Sonsveien 55
1555 Son
Akershus"
Akershus,Vestby,,,,Vestby Kulturkvartal GOBI,"Kulturpassasjen 15
1540 VESTBY
Akershus"
Aust-Agder,Åmli,,,,Åmli rådhus,"Gata 5
4865 Åmli
Aust-Agder"
Aust-Agder,Arendal,,,,Arendal kultur- og rådhus,"Sam Eydes plass 2
4836 Arendal
Aust-Agder"
Aust-Agder,Arendal,,,,"Asdal skole, ungdomstrinnet, formingsrommet","Lunderød 42
4824 Bjorbekk
Aust-Agder"
Aust-Agder,Arendal,,,,"Birkenlund skole, gymnastikksalen","Gamle Songevei 65
4842 Arendal
Aust-Agder"
Aust-Agder,Arendal,,,,"Flosta skole, gymnastikksalen","Fullriggerveien 8
4920 Staubø
Aust-Agder"
Aust-Agder,Arendal,,,,"Hisøy skole, musikkrommet","Trommestadveien 64
4816 Kolbjørnsvik
Aust-Agder"
Aust-Agder,Arendal,,,,"Moltemyr skole, gymnastikksalen","Moltemyrsvingen 33
4846 Arendal
Aust-Agder"
Aust-Agder,Arendal,,,,"Myra skole, grendehuset","Myraveien 131
4848 Arendal
Aust-Agder"
Aust-Agder,Arendal,,,,Nedeneshallen,"Natvigveien 66
4823 Nedenes
Aust-Agder"
Aust-Agder,Arendal,,,,"Nesheim skole, gymnastikksalen","Nesheim 8
4849 Arendal
Aust-Agder"
Aust-Agder,Arendal,,,,Roligheden skole,"Skilsøveien 238
4818 Færvik
Aust-Agder"
Aust-Agder,Arendal,,,,"Rykene skole, gymnastikksalen","Tykkerisveien 25
4821 Rykene
Aust-Agder"
Aust-Agder,Arendal,,,,"Stuenes skole, Stueneshallen","Skolebakken 3
4815 Saltrød
Aust-Agder"
Aust-Agder,Birkenes,,,,Birkenes kommunehus,"Smedens Kjerr 30
4760 Birkeland
Aust-Agder"
Aust-Agder,Birkenes,,,,Engesland skole,"Engeslandsveien 965
4768 Engesland
Aust-Agder"
Aust-Agder,Birkenes,,,,Herefoss skole,"Torsbumonen 14
4766 Herefoss
Aust-Agder"
Aust-Agder,Bygland,,,,Årdalshallen,"Setesdalsvegen 2014
4741 Byglandsfjord
Aust-Agder"
Aust-Agder,Bygland,,,,Byglandshallen,"Sentrum 40
4745 Bygland
Aust-Agder"
Aust-Agder,Bykle,,,,Bykle Rådhus,"Sarvsvegen 14
4754 Bykle
Aust-Agder"
Aust-Agder,Bykle,,,,Hovden grendehus,"Skulevegen 19
4755 Hovden
Aust-Agder"
Aust-Agder,Evje og Hornnes,,,,Furuly flerbrukshus,"Kinovegen 18
4735 Evje
Aust-Agder"
Aust-Agder,Evje og Hornnes,,,,Hornnes barneskule,"Dåsvannsdalen 20
4737 Hornnes
Aust-Agder"
Aust-Agder,Froland,,,,Fritun,"Evjeveien 830
4832 Mykland
Aust-Agder"
Aust-Agder,Froland,,,,Menighetsenteret,"Ovelandsheia 1
4820 Froland
Aust-Agder"
Aust-Agder,Gjerstad,,,,Torbjørnshall,"Gamle Sørlandske 1302
4993 SUNDEBRU
Aust-Agder"
Aust-Agder,Grimstad,,,,Fevikhallen,"Feviktoppen 30
4870 Fevik
Aust-Agder"
Aust-Agder,Grimstad,,,,Grimstad rådhus,"Arendalsveien 23
4878 Grimstad
Aust-Agder"
Aust-Agder,Grimstad,,,,Holvikahallen,"Terje Løvås vei 111
4879 Grimstad
Aust-Agder"
Aust-Agder,Iveland,,,,Iveland kommunehus,"Frikstadveien 20
4724 Iveland
Aust-Agder"
Aust-Agder,Iveland,,,,Ivelandstaua,"Ivelandsveien 176
4724 Iveland
Aust-Agder"
Aust-Agder,Iveland,,,,Vatnestrøm oppvekstsenter,"Stasjonsveien 5
4730 Vatnestrøm
Aust-Agder"
Aust-Agder,Lillesand,,,,Høvåghallen,"Hæstadveien 16
4770 Høvåg
Aust-Agder"
Aust-Agder,Lillesand,,,,Lillesand rådhus,"Østregate 2
4790 Lillesand
Aust-Agder"
Aust-Agder,Risør,,,,Hope oppvekstsenter,"Åkvågveien 495
4957 Risør
Aust-Agder"
Aust-Agder,Risør,,,,Risørhuset,"Krags gate 48A
4950 Risør
Aust-Agder"
Aust-Agder,Risør,,,,"Søndeled skole, gymsal","Brattstø 11
4990 Søndeled
Aust-Agder"
Aust-Agder,Tvedestrand,,,,Tvedestrand kommunehus,"Tjennaveien 30
4900 Tvedestrand
Aust-Agder"
Aust-Agder,Valle,,,,Hylestad soknehus,"Bjugsbakkvegen 1
4748 Rysstad
Aust-Agder"
Aust-Agder,Valle,,,,Valle kommunehus,"Kjellebergsvegen 1
4747 Valle
Aust-Agder"
Aust-Agder,Vegårshei,,,,Vegårsheihallen,"Molandsveien 40
4985 Vegårshei
Aust-Agder"
Buskerud,Ål,,,,Ål kulturhus,"Myren 40
3570 Ål
Buskerud"
Buskerud,Ål,,,,Leveldtun,"Nordbygdvegen 948
3570 Ål
Buskerud"
Buskerud,Ål,,,,Torpo skule,"Skulebakken 3
3579 Torpo
Buskerud"
Buskerud,Drammen,,,,"Åskollen skole, gymsalen","Tverrliggeren 10
3038 Drammen
Buskerud"
Buskerud,Drammen,,,,Berskaughallen,"Ingeniør Rybergs gate 115
3027 Drammen
Buskerud"
Buskerud,Drammen,,,,Bragernes menighetshus,"Kirkegata 7
3016 Drammen
Buskerud"
Buskerud,Drammen,,,,Drammenshallen,"Knoffs gate 18
3044 Drammen
Buskerud"
Buskerud,Drammen,,,,Ekneshallen,"Gamle Riksvei 244
3055 Krokstadelva
Buskerud"
Buskerud,Drammen,,,,"Fjell skole, bygg D","Lauritz Hervigs vei 20
3035 Drammen
Buskerud"
Buskerud,Drammen,,,,Gulskogen idrettshall,"Vintergata 8
3048 Drammen
Buskerud"
Buskerud,Drammen,,,,Konnerudhallen,"Torsbergveien 23
3032 Drammen
Buskerud"
Buskerud,Drammen,,,,Mjøndalshallen,"Hagatjernveien 19
3050 Mjøndalen
Buskerud"
Buskerud,Drammen,,,,Øren idrettshall,"Gamborgs vei 5
3022 Drammen
Buskerud"
Buskerud,Drammen,,,,Skogerhallen,"Gundesølina 10
3039 Drammen
Buskerud"
Buskerud,Drammen,,,,Solberghallen,"Gamle Riksvei 102A
3057 Solbergelva
Buskerud"
Buskerud,Drammen,,,,Strømmhallen,"Tømmeråsveien 5
3060 Svelvik
Buskerud"
Buskerud,Flå,,,,"Flå skole, kultursalen","Sentrumsvegen 33
3539 Flå
Buskerud"
Buskerud,Flesberg,,,,Stevningsmogen grendehus,"Numedalsvegen 2018
3623 Lampeland
Buskerud"
Buskerud,Gol,,,,Gol samfunnshus,"Svøovegen 7
3550 Gol
Buskerud"
Buskerud,Hemsedal,,,,Hemsedal Kultursal - Kommunehuset,"Hemsedalsvegen 2889
3560 Hemsedal
Buskerud"
Buskerud,Hol,,,,Geilohallen,"Lienvegen 85
3580 Geilo
Buskerud"
Buskerud,Hol,,,,Hol kommunehus,"Ålmannvegen 8
3576 Hol
Buskerud"
Buskerud,Hole,,,,Hole Herredshus,"Viksveien 30
3530 RØYSE
Buskerud"
Buskerud,Kongsberg,,,,Gamlegrendåsen skole,"Christan Sindingsvei 25
3610 Kongsberg
Buskerud"
Buskerud,Kongsberg,,,,Hvittingfoss skole,"Bjørkhaugen 16
3647 Hvittingfoss
Buskerud"
Buskerud,Kongsberg,,,,Kongsberg rådhus,"Kirkegata 1
3616 Kongsberg
Buskerud"
Buskerud,Kongsberg,,,,Kongsgårdmoen skole,"Fleichers vei 4
3615 Kongsberg
Buskerud"
Buskerud,Kongsberg,,,,Raumyr skole,"Raumyrveien 20
3613 Kongsberg
Buskerud"
Buskerud,Krødsherad,,,,Krøderen Samfunnshus,"Byåsen 1
3535 Krøderen
Buskerud"
Buskerud,Krødsherad,,,,U.etg kommunehuset,"Ringnesveien 10
3536 Noresund
Buskerud"
Buskerud,Lier,,,,Egge skole,"Vestsideveien 115
3404 Lier
Buskerud"
Buskerud,Lier,,,,Gullaug skole,"Linnesstranda 69
3426 Gullaug
Buskerud"
Buskerud,Lier,,,,Hegghallen,"Heggveien 4
3403 Lier
Buskerud"
Buskerud,Lier,,,,Heiahallen,"Heiaveien 5
3420 Lierskogen
Buskerud"
Buskerud,Lier,,,,Hennummarka skole,"Hennummarka 4
3409 Tranby
Buskerud"
Buskerud,Lier,,,,Høvikhallen,"Jensvollveien 42
3413 Lier
Buskerud"
Buskerud,Lier,,,,Oddevall skole,"Oddevallveien 10
3405 Lier
Buskerud"
Buskerud,Lier,,,,Syllinghallen,"Skoleveien 11
3410 Sylling
Buskerud"
Buskerud,Lier,,,,Tranby skole kantine,"Tranby Torg 2
3408 Tranby
Buskerud"
Buskerud,Modum,,,,Buskerud skole,"Nordbråtagata 6
3340 Åmot
Buskerud"
Buskerud,Modum,,,,Enger skole,"Eikerveien 52
3340 Åmot
Buskerud"
Buskerud,Modum,,,,Modum kulturhus,"Rådhusveien 1
3370 Vikersund
Buskerud"
Buskerud,Modum,,,,Stalsberg skole,"Stalsbergveien 24
3360 Geithus
Buskerud"
Buskerud,Modum,,,,Sysle skole,"Røsteveien 85
3370 Vikersund
Buskerud"
Buskerud,Nesbyen,,,,Nesbyen kommunehus,"Rukkedalsvegen 46
3540 Nesbyen
Buskerud"
Buskerud,Nore og Uvdal,,,,Norehallen,"Fjordvegen 60
3629 Nore
Buskerud"
Buskerud,Nore og Uvdal,,,,Rødberghallen,"Syljerudvegen 5
3630 Rødberg
Buskerud"
Buskerud,Nore og Uvdal,,,,Tunhovd samfunnshus,"Tunhovdvegen 2164
3544 Tunhovd
Buskerud"
Buskerud,Nore og Uvdal,,,,Uvdal samfunnshus,"Uvdalsvegen 1211
3632 Uvdal
Buskerud"
Buskerud,Øvre Eiker,,,,Darbu bibliotek,"Kongsbergveien 692
3322 Fiskum
Buskerud"
Buskerud,Øvre Eiker,,,,Kultursalen Skotselv,"Dalerveien 12
3330 Skotselv
Buskerud"
Buskerud,Øvre Eiker,,,,Ormåsen flerbrukshus,"Bjørnefaret 9
3320 Vestfossen
Buskerud"
Buskerud,Øvre Eiker,,,,Rådhuset,"Stasjonsgata 24
3300 Hokksund
Buskerud"
Buskerud,Øvre Eiker,,,,Røren skole,"Læreveien 10
3302 Hokksund
Buskerud"
Buskerud,Øvre Eiker,,,,Vestfossen Folkets hus,"Støabakken 2
3320 Vestfossen
Buskerud"
Buskerud,Ringerike,,,,Benterud skole,"Harald Hardrådes gate 31
3511 Hønefoss
Buskerud"
Buskerud,Ringerike,,,,Hallingby skole,"Hvalsbruveien 16
3525 Hallingby
Buskerud"
Buskerud,Ringerike,,,,Haugsbygd Arena,"Holmestueveien 9
3514 Hønefoss
Buskerud"
Buskerud,Ringerike,,,,Kulturhuset Tyristrand,"Brugsjordet 8A
3533 Tyristrand
Buskerud"
Buskerud,Ringerike,,,,Nes legesenter,"Furusletta 1
3524 Nes i Ådal
Buskerud"
Buskerud,Ringerike,,,,Sokna skole,"Skoleveien 40
3534 Sokna
Buskerud"
Buskerud,Ringerike,,,,Ullerål skole,"Hovsmarkveien 7
3515 Hønefoss
Buskerud"
Buskerud,Ringerike,,,,Veien skole,"Veienkollen 20
3517 Hønefoss
Buskerud"
Buskerud,Rollag,,,,Rollag Bibliotek,"Vrågåvegen 10
3626 Rollag
Buskerud"
Buskerud,Rollag,,,,Veggli Bibliotek,"Kolvegen 11
3628 Veggli
Buskerud"
Buskerud,Sigdal,,,,Eggedal samfunnshus,"Strengåvad 3
3359 Eggedal
Buskerud"
Buskerud,Sigdal,,,,Kommunehuset,"Borgestubakken 2
3350 Prestfoss
Buskerud"
Buskerud,Sigdal,,,,Nerstad samfunnshus,"Sigdalsveien 1484
3350 Prestfoss
Buskerud"
Finnmark Finnmárku,Alta,,,,Bossekop skole,"Altaveien 106
9513 Alta
Finnmark Finnmárku"
Finnmark Finnmárku,Alta,,,,Elvebakken skole,"Altagårdsveien 60
9515 Alta
Finnmark Finnmárku"
Finnmark Finnmárku,Alta,,,,Kåfjord grendehus,"Crowes vei 9
9518 Kåfjord
Finnmark Finnmárku"
Finnmark Finnmárku,Alta,,,,Komsa skole,"Bossekopveien 119
9511 Alta
Finnmark Finnmárku"
Finnmark Finnmárku,Alta,,,,Korsfjord oppvekstsenter,"Lamvikveien
9536 Korsfjorden
Finnmark Finnmárku"
Finnmark Finnmárku,Alta,,,,Kvalfjord sanitetshus,"Kvalfjordveien
9531 Kvalfjord
Finnmark Finnmárku"
Finnmark Finnmárku,Alta,,,,Langfjordbotn skole,"Biveien
9545 Langfjordbotn
Finnmark Finnmárku"
Finnmark Finnmárku,Alta,,,,Leirbotn samfunnshus,"Kvibyveien
9519 Kviby
Finnmark Finnmárku"
Finnmark Finnmárku,Alta,,,,Øvre Alta skole,"Steinfossveien 18
9518 Alta
Finnmark Finnmárku"
Finnmark Finnmárku,Alta,,,,Rafsbotn skole,"Lærer Lilands vei
9517 Alta
Finnmark Finnmárku"
Finnmark Finnmárku,Alta,,,,Seiland House,"Zirkonveien 23
9532 Hakkstabben
Finnmark Finnmárku"
Finnmark Finnmárku,Alta,,,,Talvik samfunnshus,"Talvikbukta 55
9540 Talvik
Finnmark Finnmárku"
Finnmark Finnmárku,Alta,,,,Tverrelvdalen skole,"Tverrelvdalsveien 95
9517 Alta
Finnmark Finnmárku"
Finnmark Finnmárku,Båtsfjord,,,,Pensjonisthuset,"Hindberggata 10
9990 BÅTSFJORD
Finnmark Finnmárku"
Finnmark Finnmárku,Berlevåg,,,,Berlevåg flerbrukshall,"Skolegata 7
9980 Berlevåg
Finnmark Finnmárku"
Finnmark Finnmárku,Deatnu - Tana,,,,Austertana samfunnshus,"Gammelveien 35
9842 Tana
Finnmark Finnmárku"
Finnmark Finnmárku,Deatnu - Tana,,,,Boftsa oppvekstsenter,"Tanafjordveien 2102
9841 Tana
Finnmark Finnmárku"
Finnmark Finnmárku,Deatnu - Tana,,,,Org.hus - Servviid dállu,"Báktegeaidnu 14
9843 Tana
Finnmark Finnmárku"
Finnmark Finnmárku,Deatnu - Tana,,,,Polmak grendehus,"Polmakveien 1554
9844 Tana
Finnmark Finnmárku"
Finnmark Finnmárku,Deatnu - Tana,,,,Sirma grendehus,"Skuvlageaidnu 23
9826 Sirma
Finnmark Finnmárku"
Finnmark Finnmárku,Deatnu - Tana,,,,TANA FLERBRUKSHALL,"Per Fokstad geaidnu 52
9845 Tana
Finnmark Finnmárku"
Finnmark Finnmárku,Gamvik,,,,Gamvik skole/samfunnshus,"Skytterhusveien 6
9775 Gamvik
Finnmark Finnmárku"
Finnmark Finnmárku,Gamvik,,,,Mehamn samfunnshus,"Vevikveien 6C
9770 Mehamn
Finnmark Finnmárku"
Finnmark Finnmárku,Gamvik,,,,Nervei grendehus,"Nervei
9773 Nervei
Finnmark Finnmárku"
Finnmark Finnmárku,Gamvik,,,,Skjånes skole,"Odden 4
9771 Skjånes
Finnmark Finnmárku"
Finnmark Finnmárku,Guovdageaidnu - Kautokeino,,,,Báktehárji idrettshall,"Báktevárri 5
9522 Kautokeino
Finnmark Finnmárku"
