Level1,Level2,Level3,Level4,Level5,Number,Address
Telemark,Tokke,,,,Byrte grendehus,"Mo-Byrtevegen 1644
3880 DALEN
Telemark"
Telemark,Tokke,,,,Høydalsmo samfunnshus,"Eidsborgvegen 1795
3891 HØYDALSMO
Telemark"
Telemark,Tokke,,,,Lårdal grendehus,"Lårdalsvegen 1085
3891 HØYDALSMO
Telemark"
Telemark,Tokke,,,,Tokke kulturhus,"Storvegen 211
3880 DALEN
Telemark"
Telemark,Vinje,,,,Arabygdi,"Arabygdvegen 1356
3864 Rauland
Telemark"
Telemark,Vinje,,,,Edland,"Storegutvegen 50
3895 Edland
Telemark"
Telemark,Vinje,,,,Øyfjell,"Øyfjellvegen 926
3890 Vinje
Telemark"
Telemark,Vinje,,,,Rauland,"Rjukanvegen 9
3864 Rauland
Telemark"
Telemark,Vinje,,,,Vinjar,"Vinjevegen 1443
3890 Vinje
Telemark"
Telemark,Vinje,,,,Vinjehuset,"Raulandsvegen 60
3890 Vinje
Telemark"
Troms Romsa,Balsfjord,,,,Balsfjord rådhus,"Rådhusgata 11
9050 Storsteinnes
Troms Romsa"
Troms Romsa,Balsfjord,,,,Laksvatn oppvekstsenter,"Svartbergveien 3
9042 Laksvatn
Troms Romsa"
Troms Romsa,Balsfjord,,,,Meistervik Miljøbygg,"Malangsveien 818
9055 Meistervik
Troms Romsa"
Troms Romsa,Balsfjord,,,,Nordkjosbotn samfunnshus,"Skogveien 10
9040 Nordkjosbotn
Troms Romsa"
Troms Romsa,Balsfjord,,,,Rambergstua,"Fjellbygdveien 59
9056 Mortenhals
Troms Romsa"
Troms Romsa,Bardu,,,,Fredly,"Kistefossveien 102
9360 bardu
Troms Romsa"
Troms Romsa,Bardu,,,,"Kommunehuset, Setermoen","Altevannsveien 16
9360 BARDU
Troms Romsa"
Troms Romsa,Bardu,,,,Nedre Bardu skole,"Beredskapsveien 22
9360 Bardu
Troms Romsa"
Troms Romsa,Bardu,,,,Øvre Bardu skole,"Altevannsveien 488
9360 Bardu
Troms Romsa"
Troms Romsa,Dyrøy,,,,"Arvid Hanssen-huset, Nordavindshagen","Tverrveien 1
9311 Brøstadbotn
Troms Romsa"
Troms Romsa,Gáivuotna - Kåfjord - Kaivuono,,,,Birtavarre samfunnshus,"Kåfjorddalsveien 43
9147 Birtavarre
Troms Romsa"
Troms Romsa,Gáivuotna - Kåfjord - Kaivuono,,,,Djupvik Nordmannvik Bygdehus,"Lyngenfjordveien 922
9146 Olderdalen
Troms Romsa"
Troms Romsa,Gáivuotna - Kåfjord - Kaivuono,,,,Kultursenteret,"Skolevegen 2
9146 Olderdalen
Troms Romsa"
Troms Romsa,Gáivuotna - Kåfjord - Kaivuono,,,,Manndalen skole,"Kjerringdalsveien 232
9144 Samuelsberg
Troms Romsa"
Troms Romsa,Gratangen,,,,Gratangen kommunehus,"Nergårdveien 2
9470 Gratangen
Troms Romsa"
Troms Romsa,Harstad,,,,Bergseng skole,"Bergslia 11
9403 Harstad
Troms Romsa"
Troms Romsa,Harstad,,,,Grytøy oppvekstsenter,"Lundenesveien 25
9420 Lundenes
Troms Romsa"
Troms Romsa,Harstad,,,,Hagebyen skole,"Trondenesveien 75
9404 Harstad
Troms Romsa"
Troms Romsa,Harstad,,,,Harstad Rådhus,"Asbjørn Selsbanes gate 9
9405 Harstad
Troms Romsa"
Troms Romsa,Harstad,,,,Kanebogen skole,"Steinveien 60
9411 Harstad
Troms Romsa"
Troms Romsa,Harstad,,,,Kila skole,"Kila 116
9415 Harstad
Troms Romsa"
Troms Romsa,Harstad,,,,Medkila skole,"Høgholtet 36
9414 Harstad
Troms Romsa"
Troms Romsa,Harstad,,,,Seljestadhallen,"Bjørk Alle 1
9407 Harstad
Troms Romsa"
Troms Romsa,Harstad,,,,Sørvik oppvekstsenter,"Oppdalveien 8
9419 Sørvik
Troms Romsa"
Troms Romsa,Harstad,,,,Tidligere Ervik skole,"Ervik
9402 Harstad
Troms Romsa"
Troms Romsa,Ibestad,,,,Andørja aktivitetssenter,"Solstadveien 8
9455 Engenes
Troms Romsa"
Troms Romsa,Ibestad,,,,Idrettshallen,"Bygdaveien 130
9450 HAMNVIK
Troms Romsa"
Troms Romsa,Karlsøy,,,,Festivalhuset,"Alfred Eriksens vei 59
9138 Karlsøy
Troms Romsa"
Troms Romsa,Karlsøy,,,,Rådhuset,"Rådhusveien 41
9130 Hansnes
Troms Romsa"
Troms Romsa,Karlsøy,,,,Stakkvik gymbygg,"Ottars vei 17
9132 Stakkvik
Troms Romsa"
Troms Romsa,Karlsøy,,,,Vanna Montessoriskole,"Skoleveien 26
9136 Vannareid
Troms Romsa"
Troms Romsa,Karlsøy,,,,Vannvåg skole,"Nord-Fugløyveien 840
9135 Vannvåg
Troms Romsa"
Troms Romsa,Kvæfjord,,,,Kvæfjord rådhus,"Bygdeveien 26
9475 Borkenes
Troms Romsa"
Troms Romsa,Kvæfjord,,,,Langvassbukt bosenter,"Langvassdalen 48
8409 Gullesfjord
Troms Romsa"
Troms Romsa,Kvæfjord,,,,Vik oppvekstsenter,"Nesseveien 2
9475 Borkenes
Troms Romsa"
Troms Romsa,Loabák - Lavangen,,,,"Tidligere banklokale, Servicebygget","Nessveien 7
9357 TENNEVOLL
Troms Romsa"
Troms Romsa,Lyngen,,,,Lenangen omsorgssenter,"Liveien 25
9068 Nord-Lenangen
Troms Romsa"
Troms Romsa,Lyngen,,,,Lenangen skole,"Erikaksla 31
9064 Svensby
Troms Romsa"
Troms Romsa,Lyngen,,,,Lyngsdalen oppvekstsenter,"Skoleveien 4
9062 Furuflaten
Troms Romsa"
Troms Romsa,Lyngen,,,,Lyngstunet Helse- og Omsorgssenter,"Kjosveien 20
9060 Lyngseidet
Troms Romsa"
Troms Romsa,Målselv,,,,Gimlehallen,"Takvassveien 39
9334 Øverbygd
Troms Romsa"
Troms Romsa,Målselv,,,,Istindportalen - Idrettshallen,"Kapellveien 2
9325 Bardufoss
Troms Romsa"
Troms Romsa,Målselv,,,,Karlstad oppvekstsenter - Gymsalen,"Skjellbekkveien 23
9322 Karlstad
Troms Romsa"
Troms Romsa,Målselv,,,,Mellembygd samfunnshus,"Mellombygdveien 1842
9336 Rundhaug
Troms Romsa"
Troms Romsa,Målselv,,,,Olsborg skole - Flerbrukshallen,"Skoleveien 2
9321 Moen
Troms Romsa"
Troms Romsa,Nordreisa,,,,Storslett samfunnshus,"Lyngsmark 10
9151 Storslett
Troms Romsa"
Troms Romsa,Salangen,,,,Salangen regionale kulturhus,"Kongsveien 32
9350 Sjøvegan
Troms Romsa"
Troms Romsa,Senja,,,,Bedehuset Bjorelvnes,"Bjorelvnesveien 30
9307 Finnsnes
Troms Romsa"
Troms Romsa,Senja,,,,Biblioteket Gryllefjord,"Spiraveien 62
9380 Gryllefjord
Troms Romsa"
Troms Romsa,Senja,,,,Botnhamn ungdomshus,"Botnhamnveien 729
9373 Botnhamn
Troms Romsa"
Troms Romsa,Senja,,,,Gibostad skole,"Lysnesveien 28
9372 Gibostad
Troms Romsa"
Troms Romsa,Senja,,,,Husøy skole,"Skolebakken 24
9389 Husøy
Troms Romsa"
Troms Romsa,Senja,,,,Medby skole,"Medbyveien 109
9395 Kaldfarnes
Troms Romsa"
Troms Romsa,Senja,,,,Rossfjord skole,"Sultindvikveien 69
9302 Rossfjordstraumen
Troms Romsa"
Troms Romsa,Senja,,,,Senja Montessoriskole,"Fjordgårdveien 15
9388 Fjordgård
Troms Romsa"
Troms Romsa,Senja,,,,Senja rådhus,"Rådhusveien 8
9300 Finnsnes
Troms Romsa"
Troms Romsa,Senja,,,,Silsandhallen,"Hallveien 21
9303 Silsand
Troms Romsa"
Troms Romsa,Senja,,,,Skaland kommunehus,"Ingrid Bjerkås-veien 23
9385 Skaland
Troms Romsa"
Troms Romsa,Senja,,,,Stonglandet skole,"Hans Kr. Eriksens vei 8
9392 Stonglandseidet
Troms Romsa"
Troms Romsa,Senja,,,,Ungdomshus Havørn,"Skoleveien 14
9386 Senjahopen
Troms Romsa"
Troms Romsa,Senja,,,,Vangsvik kommunehus,"Vangsvikveien 298
9304 Vangsvik
Troms Romsa"
Troms Romsa,Skjervøy,,,,Arnøyhamn skole,"Kågsundveien 1207
9192 Arnøyhamn
Troms Romsa"
Troms Romsa,Skjervøy,,,,Årvik Grendehus,"Årvikveien 25
9195 Årviksand
Troms Romsa"
Troms Romsa,Skjervøy,,,,Skjervøy rådhus,"Skoleveien 6
9180 Skjervøy
Troms Romsa"
Troms Romsa,Sørreisa,,,,Sørreisa kulturhus,"Skoleveien 12
9310 Sørreisa
Troms Romsa"
Troms Romsa,Storfjord - Omasvuotna - Omasvuono,,,,Hatteng flerbrukshall,"Skolebakken 6
9046 Oteren
Troms Romsa"
Troms Romsa,Storfjord - Omasvuotna - Omasvuono,,,,Skibotn samfunnshus,"Skibotsveien 260
9143 Skibotn
Troms Romsa"
Troms Romsa,Storfjord - Omasvuotna - Omasvuono,,,,Vestersiasenteret,"Langdalsveien 7
9046 Oteren
Troms Romsa"
Troms Romsa,Tjeldsund,,,,Huset i Havet,"Kalvskinnet 10
9446 Grovfjord
Troms Romsa"
Troms Romsa,Tjeldsund,,,,Kongsvik kirke,"Kong Olavs Vei 968
9436 Kongsvik
Troms Romsa"
Troms Romsa,Tjeldsund,,,,Sandstrand oppvekstsenter,"Sandstrand 142
9445 Tovik
Troms Romsa"
Troms Romsa,Tjeldsund,,,,Tjeldsundhallen,"Strandveien 45
9442 Ramsund
Troms Romsa"
Troms Romsa,Tjeldsund,,,,Ungdomshuset Evenskjer,"Kampen
9440 Evenskjer
Troms Romsa"
Troms Romsa,Tromsø,,,,Bjerkaker skole,"Sørems veg 5
9006 Tromsø
Troms Romsa"
Troms Romsa,Tromsø,,,,Brensholmen skole,"Austeinvegen 1
9118 Brensholmen
Troms Romsa"
Troms Romsa,Tromsø,,,,Hamna skole - gymsalen,"Toftvegen 57
9017 Tromsø
Troms Romsa"
Troms Romsa,Tromsø,,,,Kaldfjord skole,"Ropnesvegen 10
9107 Kvaløya
Troms Romsa"
Troms Romsa,Tromsø,,,,Kroken skole,"B A Løvolds veg 20
9022 Krokelvdalen
Troms Romsa"
Troms Romsa,Tromsø,,,,Kvaløysletta skole,"Slettavegen 15
9101 Kvaløysletta
Troms Romsa"
Troms Romsa,Tromsø,,,,Lakselvbukt bo- og servicesenter,"Lakselvbuktlia 3
9045 Laksvatn
Troms Romsa"
Troms Romsa,Tromsø,,,,Langnes skole,"Ørnevegen 4
9015 Tromsø
Troms Romsa"
Troms Romsa,Tromsø,,,,Rådhuset,"Rådhusgata 2
9008 Tromsø
Troms Romsa"
Troms Romsa,Tromsø,,,,Ramfjord skole,"Morenevegen 58
9027 Tromsø
Troms Romsa"
Troms Romsa,Tromsø,,,,Reinen skole,"Solstrandvegen 76
9020 Tromsdalen
Troms Romsa"
Troms Romsa,Tromsø,,,,Tromstun skole,"Tellusvegen 1
9024 Tomasjord
Troms Romsa"
Troms Romsa,Tromsø,,,,Trondjord skole,"Kvaløyvågvegen 841
9103 Kvaløya
Troms Romsa"
Troms Romsa,Tromsø,,,,Utsikten auditorium,"Utsikten
9018 Tromsø
Troms Romsa"
Troms Romsa,Tromsø,,,,Vikran skole,"Brokskarvegen 224
9057 Vikran
Troms Romsa"
Vest-Agder,Åseral,,,,Åseral rådhus,"Gardsvegen 68
4540 Åseral
Vest-Agder"
Vest-Agder,Farsund,,,,"Borhaug skole, festsalen","Postveien 11
4563 Borhaug
Vest-Agder"
Vest-Agder,Farsund,,,,"Farsund rådhus, kantina","Brogaten 7
4550 Farsund
Vest-Agder"
Vest-Agder,Farsund,,,,Herredshuset,"Nordre vei 11
4560 Vanse
Vest-Agder"
Vest-Agder,Flekkefjord,,,,Gyland skole,"Gylandsveien 153
4436 Gyland
Vest-Agder"
Vest-Agder,Flekkefjord,,,,Hidra Skole,"Kirkehamnveien 18
4432 Hidrasund
Vest-Agder"
Vest-Agder,Flekkefjord,,,,Rådhuset,"Kirkegaten 50
4400 FLEKKEFJORD
Vest-Agder"
Vest-Agder,Flekkefjord,,,,Sira eldresenter,"Osenveien 8
4438 Sira
Vest-Agder"
Vest-Agder,Hægebostad,,,,Tingparken,"Lygnaveien 1221
4595 Tingvatn
Vest-Agder"
Vest-Agder,Kristiansand,,,,Fagerholt skole,"Tretjønnveien 2
4633 Kristiansand
Vest-Agder"
Vest-Agder,Kristiansand,,,,Flekkerøyhallen,"Lindebøskauen 104
4625 Kristiansand
Vest-Agder"
Vest-Agder,Kristiansand,,,,Gimlehallen,"Jegersbergveien 3
4630 Kristiansand
Vest-Agder"
Vest-Agder,Kristiansand,,,,"Hånes skoleenhet, Brattbakken","Øvre Brattbakken 1
4635 Kristiansand
Vest-Agder"
Vest-Agder,Kristiansand,,,,Hellemyrhallen,"Hellemyrbakken 70
4628 Kristiansand
Vest-Agder"
Vest-Agder,Kristiansand,,,,Herredshuset,"Brandsvoll
4646 Finsland
Vest-Agder"
Vest-Agder,Kristiansand,,,,Idda Arena,"Møllevannsveien 36
4616 Kristiansand
Vest-Agder"
Vest-Agder,Kristiansand,,,,Møvighallen,"Flatholmveien 1
4632 Kristiansand
Vest-Agder"
Vest-Agder,Kristiansand,,,,Rådhuskvartalet,"Rådhusgata 18
4611 Kristiansand
Vest-Agder"
Vest-Agder,Kristiansand,,,,Sukkevannshallen,"Dvergsnesveien 27
4638 Kristiansand
Vest-Agder"
Vest-Agder,Kristiansand,,,,Sygna kultursenter,"Songdalsvegen 53
4645 Noceland
Vest-Agder"
Vest-Agder,Kristiansand,,,,Tangvallhallen,"Sentrumsveien 33
4640 Tangvall
Vest-Agder"
Vest-Agder,Kristiansand,,,,Torridalshallen,"Setesdalsveien 355
4618 Kristiansand
Vest-Agder"
Vest-Agder,Kristiansand,,,,Tveithallen,"Kalvåsveien 41
4658 Tveit
Vest-Agder"
Vest-Agder,Kristiansand,,,,Vågsbygd kultursenter,"Kirsten Flagstads vei 30
4621 Kristiansand
Vest-Agder"
Vest-Agder,Kvinesdal,,,,Austerdalen skole,"Moisvegen 424
4480 Kvinesdal
Vest-Agder"
Vest-Agder,Kvinesdal,,,,Feda skole,"Høylandsveien 8
4485 Feda
Vest-Agder"
Vest-Agder,Kvinesdal,,,,Flerbrukshallen Kvinlog skule,"Krågelandsvegen 22
4473 Kvinlog
Vest-Agder"
Vest-Agder,Kvinesdal,,,,Rådhuset,"Nesgata 11
4480 Kvinesdal
Vest-Agder"
Vest-Agder,Kvinesdal,,,,Vesterdalen skole,"Vesterdalsvegen 864
4480 Kvinesdal
Vest-Agder"
Vest-Agder,Lindesnes,,,,Ime skole,"Kristiansandsveien 105
4516 Mandal
Vest-Agder"
Vest-Agder,Lindesnes,,,,Mandalshallen - flerbrukshallen,"Fridtjof Nansens vei 13
4514 Mandal
Vest-Agder"
Vest-Agder,Lindesnes,,,,Marnar aula,"Øyslebøveien 54
4532 Marnardal
Vest-Agder"
Vest-Agder,Lindesnes,,,,"Sparebanken Norge hallen, Vigeland","Peder Claussøns vei 3
4520 Lindesnes
Vest-Agder"
Vest-Agder,Lyngdal,,,,Austad grendehus,"Gamle Austadvei 82
4580 Lyngdal
Vest-Agder"
Vest-Agder,Lyngdal,,,,Byremo bibliotek,"Audnedalsveien 4445
4529 Byremo
Vest-Agder"
Vest-Agder,Lyngdal,,,,Konsmo kommunestyresalen,"Konsmogarden 6
4525 Konsmo
Vest-Agder"
Vest-Agder,Lyngdal,,,,Kvås sambrukshus,"Kvåsveien 1215
4588 Kvås
Vest-Agder"
Vest-Agder,Lyngdal,,,,Lyngdal kulturhus,"Torggata 4
4580 Lyngdal
Vest-Agder"
Vest-Agder,Lyngdal,,,,Lyngdalshallen,"Rinnanveien 4
4580 Lyngdal
Vest-Agder"
Vest-Agder,Sirdal,,,,Sinnes skule,"Sirdalsveien 7352
4443 Tjørhom
Vest-Agder"
Vest-Agder,Sirdal,,,,"Sirdal kommune, Kulturhus","Sirdalsveien 3938
4440 Tonstad
Vest-Agder"
Vest-Agder,Vennesla,,,,Eikeland oppvekstsenter,"Setesdalsvegen 870
4720 Hægeland
Vest-Agder"
Vest-Agder,Vennesla,,,,"Moseidmoen skole, gymsal","Askedalsvegen 1
4706 Vennesla
Vest-Agder"
Vest-Agder,Vennesla,,,,Øvrebøhallen - v/Skarpengland skole,"Myrvegen 2
4715 Øvrebø
Vest-Agder"
Vest-Agder,Vennesla,,,,Vennesla Kulturhus,"Venneslamoen 19
4700 Vennesla
Vest-Agder"
Vestfold,Færder,,,,Gymsalen på gamle Herstad skole,"Skarphagaveien 88
3140 Nøtterøy
Vestfold"
Vestfold,Færder,,,,Hårkollhallen,"Skallestadveien 38
3138 Skallestad
Vestfold"
Vestfold,Færder,,,,Nøtterøyhallen,"Øvreveien 9
3121 Nøtterøy
Vestfold"
Vestfold,Færder,,,,Tjømehallen,"Hallveien 28
3145 Tjøme
Vestfold"
Vestfold,Holmestrand,,,,Biorama,"Rådhusgaten 11
3080 Holmestrand
Vestfold"
Vestfold,Holmestrand,,,,Hofhallen,"Lindsetveien 5
3090 Hof
Vestfold"
Vestfold,Holmestrand,,,,"Høyanghallen, Gjøklep","Botne Kirkevei 15
3085 Holmestrand
Vestfold"
Vestfold,Holmestrand,,,,Sande kommunelokale,"Prestegårdsalleen 8
3070 Sande
Vestfold"
Vestfold,Holmestrand,,,,Selvikhallen,"Sandebuktveien 163
3077 Sande i Vestfold
Vestfold"
Vestfold,Horten,,,,Borrehallen,"Ynglingeveien 20
3184 Borre
Vestfold"
Vestfold,Horten,,,,Holtanhallen,"Grønligata 23
3188 Horten
Vestfold"
Vestfold,Larvik,,,,Berg skole,"Søndersrødveien 27
3295 Helgeroa
Vestfold"
Vestfold,Larvik,,,,Bommestadhallen,"Rauanveien 489
3270 Larvik
Vestfold"
Vestfold,Larvik,,,,"Eikvang, Kjose IL","Kjoseveien 509
3268 Larvik
Vestfold"
Vestfold,Larvik,,,,Fagerli idrettshall,"Kremleveien 5
3271 Larvik
Vestfold"
Vestfold,Larvik,,,,Farrishallen,"Ahlefeldts gate 4
3262 Larvik
Vestfold"
Vestfold,Larvik,,,,Huldrehallen,"Lågaveien 26
3275 Svarstad
Vestfold"
Vestfold,Larvik,,,,Hvarnes skole,"Hedrumveien 2697
3282 Kvelde
Vestfold"
Vestfold,Larvik,,,,Kveldehallen,"Kveldeveien 20
3282 Kvelde
Vestfold"
Vestfold,Larvik,,,,Østre Halsen skole,"Halsegata 29
3260 Larvik
Vestfold"
Vestfold,Larvik,,,,Sky skole,"Kleiverveien 151
3268 Larvik
Vestfold"
Vestfold,Larvik,,,,Sliperiet Kulturverksted,"Hammergata 15
3264 Larvik
Vestfold"
Vestfold,Larvik,,,,Stavernshallen,"Kakenveien 2
3290 Stavern
Vestfold"
Vestfold,Larvik,,,,Tjodalyng skole,"Vikveien 12
3280 Tjodalyng
Vestfold"
Vestfold,Sandefjord,,,,Andebu ungdomsskole,"Andebu Sentrum 8
3158 Andebu
Vestfold"
Vestfold,Sandefjord,,,,Breidablikk ungdomsskole,"Frøyas vei 33
3216 Sandefjord
Vestfold"
Vestfold,Sandefjord,,,,Bugården ungdomsskole,"Sportsveien 31
3224 Sandefjord
Vestfold"
Vestfold,Sandefjord,,,,Rådhuset - Harmoni arena,"Hjertnespromenaden 21
3211 Sandefjord
Vestfold"
Vestfold,Sandefjord,,,,Ranvik ungdomsskole,"Haukeveien 11
3212 Sandefjord
Vestfold"
Vestfold,Sandefjord,,,,Stokke ungdomsskole,"Ragnhildrødveien 1
3160 Stokke
Vestfold"
Vestfold,Sandefjord,,,,Varden ungdomsskole,"Vardeveien 52
3227 Sandefjord
Vestfold"
Vestfold,Tønsberg,,,,"Barkåker skole, gymsalen","Nyveien 11B
3157 Barkåker
Vestfold"
Vestfold,Tønsberg,,,,Eik samfunnshus,"Jutulveien 9
3122 Tønsberg
Vestfold"
Vestfold,Tønsberg,,,,Revetalhallen,"Kåpeveien 24
3174 Revetal
Vestfold"
Vestfold,Tønsberg,,,,Sem idrettshall,"Semsbyveien 102
3170 Sem
Vestfold"
Vestfold,Tønsberg,,,,Slagenhallen,"Trimveien 12
3151 Tolvsrød
Vestfold"
Vestfold,Tønsberg,,,,Støperiet,"Rambergveien 11
3115 Tønsberg
Vestfold"
Vestfold,Tønsberg,,,,Våle samfunnshus,"Skaugveien 4
3178 Våle
Vestfold"
Vestfold,Tønsberg,,,,Vear idrettshall,"Melsomvikveien 561
3173 Vear
Vestfold"
Østfold,Aremark,,,,Furulund Allbrukshus,"Idrettsveien 1
1798 Aremark
Østfold"
Østfold,Fredrikstad,,,,Begby skole,"Smaragdveien 4
1639 Gamle Fredrikstad
Østfold"
Østfold,Fredrikstad,,,,Blå Grotte,"Nygaardsgata 24
1606 Fredrikstad
Østfold"
Østfold,Fredrikstad,,,,Borgehallen,"Borgeveien 48C
1654 Sellebakk
Østfold"
Østfold,Fredrikstad,,,,Gaustadhallen,"Lervikveien 9
1626 Manstad
Østfold"
Østfold,Fredrikstad,,,,Glemmen VGS idrettshall,"Freskoveien 6
1605 Fredrikstad
Østfold"
Østfold,Fredrikstad,,,,Gressvikhallen,"Granliveien 23
1621 Gressvik
Østfold"
Østfold,Fredrikstad,,,,Kråkerøy ungdomsskole,"Enhuusveien 40
1676 Kråkerøy
Østfold"
Østfold,Fredrikstad,,,,Lisleby Samfunnshus,"Ole Hansens vei 9
1619 Fredrikstad
Østfold"
Østfold,Fredrikstad,,,,Rød skole,"Aaserudveien 17
1621 Gressvik
Østfold"
Østfold,Fredrikstad,,,,Rolvsøyhallen,"Ketils vei 1
1665 Rolvsøy
Østfold"
Østfold,Fredrikstad,,,,Sagbakken flerbrukshall,"Lundheim allé 1
1636 Gamle Fredrikstad
Østfold"
Østfold,Fredrikstad,,,,Torsnes skole,"Toresvei 2
1634 Gamle Fredrikstad
Østfold"
Østfold,Fredrikstad,,,,Trosvik flerbrukshall,"Unnebergveien 19
1613 Fredrikstad
Østfold"
Østfold,Halden,,,,"Berg skole, gymsal","Sørliveien 111
1788 Halden
Østfold"
Østfold,Halden,,,,Hjortsberghallen,"Trafoveien 2
1784 Halden
Østfold"
Østfold,Halden,,,,Prestebakke samfunnshus,"Prestebakkeveien 240
1796 Kornsjø
Østfold"
Østfold,Halden,,,,Risum ungdomsskole gymsal,"Kommandantveien 37
1769 Halden
Østfold"
Østfold,Halden,,,,Skofabrikken Casco-salen,"Os Allé 3
1777 Halden
Østfold"
Østfold,Halden,,,,"Strupe ungdomsskole, gymsal","Strupeveien 17
1782 Halden
Østfold"
Østfold,Halden,,,,Tistedalshallen,"Stadionveien 10
1791 Tistedal
Østfold"
Østfold,Hvaler,,,,Hvalerhallen,"Rødveien 20
1684 Vesterøy
Østfold"
Østfold,Hvaler,,,,Samfunnshuset Floren,"Floren 12
1680 Skjærhalden
Østfold"
Østfold,Indre Østfold,,,,Askimhallen,"Kirkegata 9
1807 Askim
Østfold"
Østfold,Indre Østfold,,,,Knapstadhallen,"Skoleveien 15
1823 Knapstad
Østfold"
Østfold,Indre Østfold,,,,Mysenhallen,"Smedgaten 15
1850 Mysen
Østfold"
Østfold,Indre Østfold,,,,Spydeberghallen,"Stasjonsgata 35
1820 Spydeberg
Østfold"
Østfold,Indre Østfold,,,,Trøgstadhallen,"Festningsåsen
1860 Trøgstad
Østfold"
Østfold,Marker,,,,Marker rådhus,"Storgata 60
1870 Ørje
Østfold"
Østfold,Moss,,,,Ekholt skole,"Ekholtveien 69
1526 Dilling
Østfold"
Østfold,Moss,,,,Krapfoss skole,"Anton Krogsvolds vei 4
1597 Moss
Østfold"
Østfold,Moss,,,,Larkollen skole,"Støtvigveien 59
1560 Larkollen
Østfold"
Østfold,Moss,,,,Nøkkeland skole,"Nøkkelandveien 32
1538 Moss
Østfold"
Østfold,Moss,,,,Øreåshallen,"Øreåsveien 9
1528 Moss
Østfold"
Østfold,Moss,,,,Ramberg skole,"Bjerkealleen 34
1512 Moss
Østfold"
Østfold,Moss,,,,Refsnes skole,"Refsnesalleen 36
1518 Moss
Østfold"
Østfold,Moss,,,,Ryggehallen,"Skoleveien 4B
1580 Halmstad
Østfold"
Østfold,Moss,,,,Samfunnssalen,"Kirkegata 13
1531 Moss
Østfold"
Østfold,Råde,,,,Rådehallen,"Idrettsveien 26
1640 Råde
Østfold"
Østfold,Råde,,,,Saltneshallen på Spetalen skole,"Spetalenveien 2
1642 Saltnes
Østfold"
Østfold,Rakkestad,,,,Degerneshallen,"Idrettsveien 8
1892 Degernes
Østfold"
Østfold,Rakkestad,,,,Rakkestad Kulturhus,"Rådhusveien 8
1890 Rakkestad
Østfold"
Østfold,Sarpsborg,,,,"Alvimhaugen skole, biblioteket","Utsiktsveien 35
1725 Sarpsborg
Østfold"
Østfold,Sarpsborg,,,,Bygdehallen,"Ingaveien 31
1735 Varteig
Østfold"
Østfold,Sarpsborg,,,,Grålumhallen,"Grålumveien 203
1712 Grålum
Østfold"
Østfold,Sarpsborg,,,,"Hafslundsøy skole, gymsalen","Hagastuveien 60
1734 Hafslundsøy
Østfold"
Østfold,Sarpsborg,,,,"Hornnes skole, gymsalen","Skolebakken 5
1746 Skjeberg
Østfold"
Østfold,Sarpsborg,,,,"Jelsnes skole, gymsalen","Jelsnesveien 820
1708 Sarpsborg
Østfold"
Østfold,Sarpsborg,,,,"Kurland skole, gymsalen","Per Gyntveien 7
1709 Sarpsborg
Østfold"
Østfold,Sarpsborg,,,,"Sandbakkenhallen, hall D","Skjebergveien 165
1743 Klavestadhaugen
Østfold"
Østfold,Sarpsborg,,,,"Sarpsborg rådhus, servicetorget","Glengsgata 38
1706 Sarpsborg
Østfold"
Østfold,Sarpsborg,,,,"Skjeberg administrasjonsbygg, møterom Oscar Torp","Rådhusveien 17
1739 Borgenhaugen
Østfold"
Østfold,Sarpsborg,,,,Tindlundhallen,"Myrstadveien 2
1718 Greåker
Østfold"
Østfold,Sarpsborg,,,,"Ullerøy skole, ny bygning","Røaveien 461
1747 Skjeberg
Østfold"
Østfold,Skiptvet,,,,Kirkelund skole - AULA,"Sundåsveien 9
1816 Skiptvet
Østfold"
Østfold,Våler,,,,Svinndalhallen,"Svinndalveien 28
1593 Svinndal
Østfold"
Østfold,Våler,,,,"Våk skole, aula/musikkrom","Karl Toverudsvei 10
1591 Sperrebotn
Østfold"
Østfold,Våler,,,,Våler Herredshus,"Kjosveien 1
1592 Våler
Østfold"
